Counting Date	Counter	Species	Plot	Plant ID	Collection Date	Weight (g)	Seed Count	Glume Count	Seed estimate	Notes
7/5/16	VP	AB	137	X1203	18-May-16	3.19	NA	136	272	AB
7/6/16	GD	AB	160	X755	19-May-16	1.36	NA	68	136	AB
7/6/16	SK	AB	185	X1591	20-May-16	3.99	NA	165	330	AF
7/6/16	EL	AB	180	X1481	20-May-16	0.52	NA	38	76	AB
7/6/16	VR	AB	13	X1490	20-May-16	0.29	NA	14	28	AB
7/6/16	JZ	AB	210	X1686	20-May-16	0.94	NA	31	62	AB
7/6/16	JZ	AB	170	X1396	19-May-16	1.08	NA	62	124	AB
7/6/16	GD	AB	57	X1160	18-May-16	4.28	NA	227	454	AB
7/6/16	EL	AB	135	X1189	18-May-16	0.29	NA	11	22	AF
7/6/16	VR	AB	126	X1074	18-May-16	1.12	NA	37	74	AF
7/6/16	J	AB	162	X1355	19-May-16	1.44	NA	57	114	AF
7/6/16	VP	AB	168	X1383	19-May-16	0.77	NA	34	68	AB
7/6/16	EL	AB	134	X1179	18-May-16	0.72	NA	19	38	AF
7/6/16	JZ	AB	45	X1475	20-May-16	1.16	NA	31	62	AB
7/6/16	EL	AB	39	X1164	18-May-16	1.00	NA	52	104	AB
7/6/16	VP	AB	108	X313	12-May-16	1.62	NA	34	68	AB
7/6/16	JZ	AB	163	X1402	19-May-16	0.70	NA	14	28	AF
7/6/16	SK	AB	121	X1129	13-May-16	0.83	NA	20	40	AB
7/6/16	VR	AB	229	X1761	24-May-16	3.87	NA	103	206	AB
7/6/16	JZ	AB	220	X1755	24-May-16	0.28	NA	12	24	AB
7/6/16	EL	AB	71	X669	17-May-16	4.79	NA	78	156	AF
7/6/16	JZ	AB	218	NA	24-May-16	1.94	NA	42	84	AF
7/6/16	JZ	AB	222	NA	24-May-16	0.06	NA	5	10	AB
7/6/16	JZ	AB	221	NA	24-May-16	0.15	NA	16	32	AF
7/6/16	VP	AB	100	X933	12-May-16	0.28	NA	16	32	AB
7/6/16	EL	AB	70	X665	17-May-16	1.45	NA	38	76	AB
7/6/16	JZ	AB	169	X1390	19-May-16	2.27	NA	59	118	AF
7/6/16	SK	AB	51	X1237	19-May-16	2.93	NA	107	214	AB
7/6/16	JZ	AB	223	NA	24-May-16	1.08	NA	44	88	AF
7/6/16	VP	AB	65	X629	17-May-16	0.45	NA	9	18	AF
7/6/16	EL	AB	72	X775	17-May-16	2.45	NA	99	198	AB
7/6/16	VE	AB	200	X769	20-May-16	1.76	NA	56	112	AB
7/6/16	VP	AB	32	X1126	12-May-16	2.33	NA	46	92	AF
7/6/16	JZ	AB	226	NA	24-May-16	2.21	NA	82	164	AF
7/6/16	SK	AB	122	X1046	13-May-16	3.60	NA	45	90	AF
7/6/16	JZ	AB	173	X1453	20-May-16	0.51	NA	13	26	AF
7/6/16	EL	AB	67	X643	17-May-16	0.31	NA	18	36	AB
7/6/16	VP	AB	98	X923	12-May-16	0.57	NA	14	28	AF
7/6/16	VR	AB	132	X1139	18-May-16	0.37	NA	14	28	AB
7/6/16	EL	AB	61	X604	17-May-16	3.77	NA	55	110	AF
7/6/16	SK	AB	136	X1136	18-May-16	1.14	NA	91	182	AB
7/6/16	VR	AB	12	X516	13-May-16	1.81	NA	73	146	AB
7/6/16	GD	AB	62	X611	17-May-16	0.38	NA	13	26	AB
7/6/16	VP	AB	105	X966	12-May-16	1.11	NA	24	48	AF
7/6/16	JZ	AB	124	X1060	18-May-16	1.02	NA	24	48	AF
7/6/16	EL	AB	131	X1136	18-May-16	0.40	NA	16	32	AF
7/6/16	JZ	AB	230	NA	24-May-16	1.09	NA	42	84	AF
7/6/16	EL	AB	12	X323	18-May-16	1.54	NA	31	62	AF
7/6/16	JZ	AB	55	X596	13-May-16	1.60	NA	57	114	AF
7/6/16	VR	AB	42B	X1822	24-May-16	0.03	NA	6	12	AB
7/6/16	EL	AB	92	X889	12-May-16	0.34	NA	17	34	AF
7/6/16	GD	AB	88	X866	12-May-16	1.82	NA	43	86	AF
7/6/16	SK	AB	49	X808	13-May-16	1.66	NA	49	98	AB
7/6/16	VR	AB	240	X591	13-May-16	0.78	NA	32	64	AF
7/6/16	EL	AB	92	X889	12-May-16	0.30	NA	17	34	AF
7/6/16	VP	AB	101	X940	12-May-16	0.74	NA	49	98	AB
7/6/16	JZ	AB	25	X1887	24-May-16	2.27	NA	74	148	AF
7/6/16	JZ	AB	171	X1432	20-May-16	0.99	NA	34	68	AF
7/6/16	EL	AB	96	X909	12-May-16	3.73	NA	89	178	AF
7/6/16	JZ	AB	46	NA	23-May-16	4.68	NA	146	292	AB
7/6/16	SK	AB	74	X786	17-May-16	1.17	NA	30	60	AF
7/6/16	JZ	AB	177	X1530	20-May-16	1.30	NA	50	100	AF
7/6/16	VP	AB	26	X551	13-May-16	0.83	NA	41	82	AB
7/6/16	GD	AB	91	X640	12-May-16	1.41	NA	40	80	AF
7/6/16	EL	AB	97	X916	12-May-16	0.75	NA	17	34	AF
7/6/16	JZ	AB	106	X974	12-May-16	0.76	NA	18	36	AF
7/6/16	EL	AB	104	X965	12-May-16	0.42	NA	37	74	AB
7/6/16	JZ	AB	31	X957	12-May-16	0.10	NA	4	8	AF
7/6/16	VR	AB	187	X1607	20-May-16	2.07	NA	123	246	AB
7/6/16	GD	AB	103	X950	12-May-16	0.29	NA	19	38	AB
7/6/16	EL	AB	102	X946	12-May-16	0.83	NA	38	76	AB
7/6/16	SJ	AB	189	X1617	20-May-16	1.87	NA	79	158	AF
7/6/16	VP	AB	217	NA	24-May-16	0.41	NA	12	24	AF
7/6/16	EL	AB	89	X862	12-May-16	0.05	NA	6	12	AF
7/6/16	JZ	AB	113	X990	13-May-16	0.94	NA	18	36	AF
7/6/16	GD	AB	110	X1115	12-May-16	0.73	NA	32	64	AB
7/6/16	EL	AB	109	X1109	12-May-16	0.14	NA	7	14	AB
7/6/16	SK	AB	176	X1441	20-May-16	1.25	NA	36	72	AF
7/6/16	VP	AB	107	X980	12-May-16	0.10	NA	4	8	AB
7/6/16	EL	AB	212	NA	24-May-16	1.85	NA	58	116	AF
7/6/16	KZ	AB	23	X1831	24-May-16	0.70	NA	31	62	AF
7/6/16	VP	AB	44	X1147	18-May-16	2.71	NA	76	152	AF
7/6/16	SK	AB	175	X1450	20-May-16	1.16	NA	35	70	AB
7/6/16	GD	AB	202	X1691	20-May-16	1.05	NA	74	148	AF
7/6/16	JZ	AB	66	X624	17-May-16	2.09	NA	62	124	AB
7/6/16	EL	AB	191	X1631	20-May-16	0.56	NA	32	64	AB
7/6/16	VR	AB	187	X1509	20-May-16	2.00	NA	143	286	AF
7/6/16	JZ	AB	182	X1568	20-May-16	2.38	NA	41	82	AB
7/6/16	EL	AB	78	X709	17-May-16	0.61	NA	24	48	AF
7/6/16	JZ	AB	206	NA	23-May-16	1.49	NA	32	64	AB
7/6/16	VP	AB	167	X1380	19-May-16	1.45	NA	61	122	AF
7/6/16	EL	AB	73	X777	17-May-16	0.43	NA	19	38	AB
7/6/16	JZ	AB	208	NA	23-May-16	1.86	NA	111	222	AB
7/6/16	EL	AB	140	X1220	19-May-16	0.90	NA	37	74	AF
7/6/16	EL	AB	37	X813	17-May-16	2.02	NA	51	102	AF
7/6/16	VP	AB	161	X1350	19-May-16	1.47	NA	44	88	AB
7/6/16	GD	AB	64	X623	17-May-16	0.54	NA	15	30	AF
7/6/16	SK	AB	179	X1424	20-May-16	0.25	NA	14	28	AB
7/6/16	EL	AB	80	X725	17-May-16	1.89	NA	72	144	AB
7/6/16	JZ	AB	112	X981	13-May-16	0.55	NA	11	22	AF
7/6/16	VR	AB	207	NA	23-May-16	1.36	NA	34	68	AB
7/6/16	SK	AB	14	X1497	20-May-16	1.74	NA	42	84	AF
7/6/16	EL	AB	159	X1342	19-May-16	0.44	NA	28	56	AB
7/6/16	JZ	AB	129	X1092	18-May-16	0.78	NA	38	76	AB
7/6/16	GD	AB	43	X854	17-May-16	0.29	NA	14	28	AB
7/6/16	EL	AB	87	X825	17-May-16	2.53	NA	47	94	AF
7/6/16	VP	AB	85	X803	17-May-16	0.47	NA	16	32	AB
7/6/16	VR	AB	168	X1371	19-May-16	2.24	NA	128	256	AB
7/6/16	JZ	AB	195	X1663	20-May-16	0.94	NA	55	110	AB
7/6/16	EL	AB	125	X1067	18-May-16	2.63	NA	134	268	AB
7/6/16	VP	AB	128	X1086	18-May-16	0.55	NA	15	30	AF
7/6/16	JZ	AB	203	NA	23-May-16	3.11	NA	135	270	AB
7/6/16	GD	AB	86	X819	17-May-16	0.65	NA	15	30	AB
7/6/16	VP	AB	11L	X579	13-May-16	1.59	NA	135	270	AF
7/6/16	KZ	AB	198	NA	23-May-16	0.79	NA	34	68	AF
7/6/16	VP	AB	130	X1152	18-May-16	0.84	NA	35	70	AF
7/6/16	EL	AB	38	X1094	18-May-16	2.51	NA	43	86	AB
7/6/16	JZ	AB	123	X1053	13-May-16	1.97	NA	27	54	AB
7/6/16	SK	AB	72	X554	13-May-16	1.11	NA	185	370	AF
7/6/16	VR	AB	21	X524	20-May-16	1.89	NA	49	98	AF
7/6/16	VP	AB	234	X1807	24-May-16	0.72	NA	29	58	AB
7/6/16	GD	AB	83	X791	17-May-16	2.17	NA	64	128	AF
7/6/16	SK	AB	93	X894	12-May-16	0.85	NA	48	96	AB
7/6/16	JZ	AB	193	X1599	20-May-16	0.46	NA	54	108	AB
7/6/16	EL	AB	20	X1561	20-May-16	0.25	NA	36	72	AF
7/6/16	VP	AB	141	X1226	19-May-16	0.20	NA	38	76	AB
7/6/16	SK	AB	194	X1606	20-May-16	0.55	NA	12	24	AB
7/6/16	GD	AB	94	X902	12-May-16	0.58	NA	8	16	AB
7/6/16	JZ	AB	143	X1241	19-May-16	0.47	NA	31	62	AF
7/6/16	EL	AB	99	X927	12-May-16	1.15	NA	42	84	AB
7/6/16	VP	AB	18	X558	13-May-16	2.00	NA	58	116	AB
7/6/16	SK	AB	22	X523	13-May-16	2.06	NA	71	142	AF
7/6/16	EL	AB	17	X1542	20-May-16	0.65	NA	17	34	AF
7/6/16	JZ	AB	216	NA	24-May-16	0.16	NA	20	40	AB
7/6/16	EL	AB	213	NA	24-May-16	0.56	NA	38	76	AF
7/6/16	DM	AB	197	X1481	20-May-16	0.10	NA	9	18	AB
7/6/16	GD	AB	236	NA	24-May-16	1.40	NA	52	104	AF
7/6/16	VP	AB	228	NA	24-May-16	1.15	NA	56	112	AB
7/6/16	EL	AB	235	NA	24-May-16	1.28	NA	63	126	AF
7/6/16	VP	AB	79	X715	17-May-16	0.66	NA	21	42	AF
7/6/16	EL	AB	82	X734	17-May-16	0.91	NA	24	48	AF
7/6/16	VP	AB	157	X1279	19-May-16	0.60	NA	26	52	AF
7/6/16	JZ	AB	155	X1322	19-May-16	0.94	NA	20	40	AB
7/6/16	VP	AB	158	X1331	19-May-16	1.29	NA	64	128	AB
7/6/16	EL	AB	150	X1263	19-May-16	1.95	NA	54	108	AF
7/6/16	JZ	AB	154	X1258	19-May-16	0.80	NA	21	42	AF
7/6/16	GD	AB	144	X1321	19-May-16	1.39	NA	83	166	AB
7/6/16	EL	AB	148	X1291	19-May-16	0.26	NA	5	10	AF
7/6/16	JZ	AB	174	X1419	19-May-16	2.37	NA	105	210	AB
7/6/16	VP	AB	190	X1623	20-May-16	0.37	NA	25	50	AB
7/6/16	EL	AB	18	X1546	20-May-16	0.96	NA	23	46	AF
7/6/16	JZ	AB	184	X1574	20-May-16	1.03	NA	22	44	AF
7/6/16	VP	AB	205	NA	23-May-16	2.31	NA	90	180	AB
7/6/16	GD	AB	9L	X565	13-May-16	1.83	NA	88	176	AB
7/6/16	JZ	AB	77	X702	17-May-16	0.85	NA	16	32	AF
7/6/16	EL	AB	50	X1117	12-May-16	1.39	NA	20	40	AF
7/6/16	EL	AB	146	X1306	19-May-16	1.46	NA	28	56	AF
7/6/16	JZ	AB	144	X1315	19-May-16	0.61	NA	19	38	AF
7/6/16	JZ	AB	26	X1868	24-May-16	0.83	NA	33	66	AF
7/6/16	VP	AB	165	X1369	19-May-16	1.74	NA	37	74	AF
7/6/16	EL	AB	59	X1358	19-May-16	0.68	NA	24	48	AF
7/6/16	JZ	AB	28	X1846	24-May-16	0.28	NA	13	26	AF
7/6/16	EL	AB	27	X840	24-May-16	1.01	NA	43	86	AF
7/6/16	VP	AB	30	X1856	24-May-16	0.81	NA	34	68	AF
7/6/16	GD	AB	29	X1851	24-May-16	0.55	NA	40	80	AF
7/6/16	EL	AB	54	NA	24-May-16	2.06	NA	89	178	AF
7/6/16	JZ	AB	232	NA	19-May-16	0.93	NA	27	54	AF
7/6/16	VP	AB	164	X1414	24-May-16	0.70	NA	15	30	AF
7/6/16	GD	AB	33	NA	24-May-16	0.70	NA	34	68	AF
7/6/16	VP	AB	48	NA	24-May-16	0.18	NA	8	16	AF
7/6/16	EL	AB	47	NA	24-May-16	0.83	NA	34	68	AF
7/6/16	JZ	AB	239	NA	13-May-16	0.50	NA	30	60	AF
7/6/16	GD	AB	3L	X530	13-May-16	1.20	NA	33	66	AF
7/6/16	VP	AB	4L	X537	23-May-16	1.11	NA	31	62	AF
7/6/16	JZ	AB	40	X1720	23-May-16	0.21	NA	26	52	AB
7/6/16	EL	AB	41	X1724	23-May-16	0.50	NA	38	76	AF
7/6/16	GD	AB	211	X1713	23-May-16	0.57	NA	37	74	AB
7/6/16	VP	AB	33	NA	18-May-16	1.97	NA	48	96	AB
7/6/16	JZ	AB	13	X1218	18-May-16	1.86	NA	71	142	AF
7/6/16	EL	AB	58	X1208	18-May-16	1.75	NA	51	102	AF
7/6/16	VP	AB	138	X1204	23-May-16	0.21	NA	15	30	AB
7/6/16	EL	AB	212	NA	13-May-16	0.52	NA	23	46	AF
7/6/16	JZ	AB	5L	X543	23-May-16	0.19	NA	7	14	AB
7/6/16	GD	AB	204	NA	12-May-16	7.00	NA	227	454	AF
7/6/16	VP	AB	95	X908	12-May-16	0.77	NA	29	58	AB
7/6/16	EL	AB	121	X1041	13-May-16	1.07	NA	53	106	AF
7/6/16	JZ	AB	10L	X1097	13-May-16	0.68	NA	13	26	AF
7/6/16	VP	AB	15	X1503	20-May-16	1.26	NA	65	130	AF
7/6/16	EL	AB	119	X1039	13-May-16	0.75	NA	24	48	AF
7/6/16	JZ	AB	117	X1014	13-May-16	0.68	NA	21	42	AF
7/6/16	EL	AB	115	X1001	13-May-16	1.20	NA	44	88	AF
7/6/16	JZ	AB	52	NA	23-May-16	0.23	NA	12	24	AF
7/6/16	EL	AB	188	X1616	20-May-16	0.20	NA	19	38	AB
7/6/16	EL	AB	60	NA	23-May-16	0.36	NA	13	26	AB
7/6/16	VP	AB	240	NA	23-May-16	0.23	NA	8	16	AB
7/6/16	JZ	AB	16	X1532	23-May-16	1.33	NA	38	76	AF
7/6/16	VP	AB	24	X1874	20-May-16	0.47	NA	26	52	AF
7/6/16	EL	AB	119	X1026	24-May-16	1.32	NA	30	60	AF
7/6/16	JZ	AB	133	X1174	13-May-16	0.02	NA	3	6	AF
7/6/16	VP	AB	118	X1019	18-May-16	2.06	NA	46	92	AF
7/6/16	GD	AB	84	X796	13-May-16	0.44	NA	16	32	AB
7/6/16	EL	AB	147	X1302	7-May-16	0.50	NA	21	42	AF
7/6/16	EL	AB	36	NA	19-May-16	0.12	NA	11	22	AB
7/6/16	JZ	AB	224	NA	24-May-16	0.19	NA	13	26	AB
7/6/16	EL	AB	153	X1250	24-May-16	0.38	NA	14	28	AB
7/6/16	JZ	AB	192	X1582	19-May-16	0.01	NA	3	6	NO SEEDS
7/6/16	GD	AB	12	X1487	20-May-16	0.31	NA	17	34	AB
7/6/16	EL	AB	196	X1653	20-May-16	0.11	NA	2	4	AB
7/6/16	KZ	AB	199	X1636	20-May-16	0.78	NA	16	32	AF
7/6/16	VP	AB	231	NA	20-May-16	0.34	NA	7	14	AF
7/6/16	EL	AB	35	NA	20-May-16	0.39	NA	12	24	AF
7/6/16	JZ	AB	227	NA	24-May-16	0.18	NA	13	26	AF
7/6/16	EL	AB	19	X1552	24-May-16	0.10	NA	11	22	AB
7/6/16	VP	AB	56	X1003	24-May-16	0.39	NA	8	16	AF
7/6/16	EL	AB	69	X659	17-May-16	0.66	NA	13	26	AB
7/6/16	JZ	AB	238	NA	20-May-16	0.05	NA	9	18	AF
7/6/16	GD	AB	116	X1010	13-May-16	0.16	NA	5	10	AF
7/6/16	EL	AB	68	X648	17-May-16	0.17	NA	6	12	AB
7/6/16	JZ	AB	237	NA	24-May-16	0.62	NA	28	56	AF
7/6/16	VP	AB	63	X619	17-May-16	0.45	NA	9	18	NO SEEDS
7/6/16	EL	AB	142	X1232	19-May-16	0.21	NA	13	26	AF
7/6/16	GD	AB	34	NA	24-May-16	0.14	NA	6	12	AF
7/6/16	JZ	AB	172	X1460	20-May-16	0.10	NA	7	14	AF
7/6/16	EL	AB	114	X996	13-May-16	1.82	NA	56	112	AF
7/6/16	VP	AB	149	X1286	19-May-16	0.22	NA	6	12	AB
7/6/16	GD	AB	81	X730	17-May-16	0.07	NA	6	12	AF
7/6/16	JZ	AB	76	X697	17-May-16	0.09	NA	5	10	AF
7/6/16	VP	AB	156	X1280	19-May-16	0.15	NA	5	10	AB
7/6/16	GD	AB	78	X1406	20-May-16	0.03	NA	6	12	NO SEEDS
7/6/16	EL	AB	22	X1522	20-May-16	2.02	NA	78	156	AB
7/6/16	GD	AB	215	X1743	24-May-16	2.34	NA	115	230	AF
7/6/16	VP	AB	152	X1360	19-May-16	0.07	NA	103	206	AF
7/6/16	JZ	AB	219	NA	24-May-16	1.95	NA	60	120	AF
7/6/16	JZ	AB	53	X1815	24-May-16	4.98	NA	61	122	AF
7/6/16	EL	AB	183	X1569	20-May-16	4.20	NA	126	252	AB
7/6/16	VP	AB	151	X1272	1-May-16	4.53	NA	105	210	AB
7/6/16	JZ	AB	181	X1515	20-May-16	3.71	NA	77	154	AF
7/6/16	GD	AB	186	X1584	20-May-16	0.10	NA	258	516	AB
6/22/16	SK	BD	54	NA	24-May-16	0.28	16	NA	16	
6/22/16	JZ	BD	29	X1852	24-May-16	0.13	7	NA	7	
6/22/16	JZ	BD	30	X1855	24-May-16	0.03	1	NA	1	
6/22/16	SK	BD	28	X1848	24-May-16	0.64	57	NA	57	
6/22/16	JZ	BD	27	X1841	24-May-16	0.32	35	NA	35	
6/22/16	JZ	BD	17	X1539	20-May-16	0.10	11	NA	11	
6/22/16	DM	BD	114	X991	13-May-16	0.11	18	NA	18	
6/22/16	JZ	BD	52	NA	20-May-16	0.01	1	NA	1	
6/22/16	SK	BD	120	X1038	20-May-16	0.24	28	NA	28	
6/22/16	JZ	BD	189	X1622	20-May-16	0.10	18	NA	18	
6/22/16	VR	BD	16	X1533	28-May-16	0.05	17	NA	17	
6/22/16	DM	BD	215	X1742	24-May-16	0.35	41	NA	41	
6/22/16	JZ	BD	216	NA	20-May-16	0.51	61	NA	61	
6/22/16	SK	BD	20	X1557	13-May-16	0.21	18	NA	18	
6/22/16	VR	BD	116	X1008	13-May-16	0.08	6	NA	6	
6/22/16	EL	BD	56	X1004	13-May-16	0.50	43	NA	43	
6/22/16	SK	BD	112	X983	14-May-16	0.24	28	NA	28	
6/22/16	JZ	BD	119	X1032	13-May-16	0.58	79	NA	79	
6/22/16	EL	BD	200	X1640	NA	0.04	8	NA	8	
6/22/16	VR	BD	190	X1625	20-May-16	0.02	1	NA	1	
6/22/16	SK	BD	23	X1830	24-May-16	0.18	17	NA	17	
6/22/16	DM	BD	117	X1016	13-May-16	0.78	89	NA	89	
6/22/16	VR	BD	40	X1722	22-May-16	0.60	45	NA	45	
6/22/16	EL	BD	212	NA	23-May-16	0.08	9	NA	9	
6/22/16	SK	BD	25	X1889	23-May-16	0.31	21	NA	21	
6/22/16	EL	BD	218	NA	23-May-16	0.50	48	NA	48	
6/22/16	SK	BD	217	NA	24-May-16	0.20	15	NA	15	
6/22/16	EL	BD	199	X1637	24-May-16	0.18	22	NA	22	
6/22/16	SK	BD	121	X316	24-May-16	0.81	113	NA	113	
6/22/16	EL	BD	209	NA	20-May-16	0.20	16	NA	16	
6/22/16	JZ	BD	197	X1662	13-May-16	0.09	35	NA	35	
6/22/16	VR	BD	185	X1588	23-May-16	0.02	2	NA	2	
6/22/16	EL	BD	206	NA	20-May-16	0.25	22	NA	22	
6/22/16	SK	BD	196	X1654	20-May-16	0.09	13	NA	13	
6/22/16	SK	BD	192	X1597	23-May-16	0.07	7	NA	7	
6/22/16	VR	BD	194	X1580	20-May-16	0.11	22	NA	22	
6/22/16	EL	BD	195	X1648	20-May-16	0.17	15	NA	15	
6/22/16	JZ	BD	184	X1576	20-May-16	0.32	42	NA	42	
6/22/16	SK	BD	183	X1510	20-May-16	0.28	93	NA	93	
6/22/16	JZ	BD	193	X1600	20-May-16	0.05	22	NA	22	
6/22/16	EL	BD	175	X1451	20-May-16	0.14	12	NA	12	
6/22/16	VR	BD	172	X1461	20-May-16	0.19	27	NA	27	
6/22/16	SK	BD	177	X1437	20-May-16	0.38	28	NA	28	
6/22/16	DM	BD	171	X1467	20-May-16	0.12	11	NA	11	
6/22/16	EL	BD	198	NA	23-May-16	0.03	6	NA	6	
6/22/16	JZ	BD	203	NA	23-May-16	0.85	104	NA	104	
6/22/16	VR	BD	60	NA	23-May-16	0.38	27	NA	27	
6/22/16	EL	BD	123	X1054	13-May-16	0.10	11	NA	11	
6/22/16	JZ	BD	115	X998	23-May-16	0.63	66	NA	66	
6/22/16	DM	BD	46	NA	23-May-16	0.11	15	NA	15	
6/22/16	VR	BD	33	NA	20-May-16	0.42	56	NA	56	
6/22/16	SK	BD	191	X287	23-May-16	0.33	63	NA	63	
6/22/16	DM	BD	204	NA	13-May-16	0.62	54	NA	54	
6/22/16	SK	BD	118	X1021	20-May-16	0.17	27	NA	27	
6/22/16	JZ	BD	22	X1521	20-May-16	0.98	114	NA	114	
6/22/16	EL	BD	176	X1444	20-May-16	1.66	153	NA	153	
6/22/16	SK	BD	21	X1527	20-May-16	1.35	101	NA	101	
6/22/16	DM	BD	173	X758	20-May-16	0.60	61	NA	61	
6/22/16	VR	BD	182	X1565	20-May-16	0.52	58	NA	58	
6/22/16	JZ	BD	181	X1513	20-May-16	0.84	73	NA	73	
6/22/16	EL	BD	2L	X526	13-May-16	0.04	8	NA	8	
6/22/16	 EL	BD	5L	X539	NA	0.03	11	NA	11	
6/22/16	EL	BD	8L	X560	13-May-16	0.36	69	NA	69	
6/22/16	SK	BD	6L	X549	13-May-16	0.28	28	NA	28	
6/22/16	DM	BD	7L	X552	13-May-16	0.43	48	NA	48	
6/22/16	VR	BD	9L	X819	13-May-16	0.76	91	NA	91	
6/22/16	SK	BD	106	X975	12-May-16	0.39	39	NA	39	
6/22/16	JZ	BD	122	X1051	13-May-16	0.82	137	NA	137	
6/22/16	EL	BD	102	X43	12-May-16	1.84	227	NA	227	
6/22/16	SK	BD	104	X960	12-May-16	0.06	11	NA	11	
6/22/16	SK	BD	31	X956	12-May-16	0.83	70	NA	70	
6/22/16	JZ	BD	207	NA	23-May-16	1.78	164	NA	164	
6/22/16	DM	BD	55	X595	13-May-16	0.17	24	NA	24	
6/22/16	DM	BD	1L	X510	13-May-16	0.48	71	NA	71	
6/22/16	SK	BD	205	NA	23-May-16	1.08	82	NA	82	
6/22/16	SK	BD	11L	X581	13-May-16	0.41	41	NA	41	
6/22/16	JZ	BD	10L	X572	24-May-16	1.26	190	NA	190	
6/22/16	DM	BD	10L	X575	13-May-16	0.27	96	NA	96	
6/22/16	SK	BD	240	X590	13-May-16	0.13	11	NA	11	
6/22/16	EL	BD	9L	X571	13-May-16	0.89	101	NA	101	
6/22/16	SK	BD	26	X1869	24-May-16	0.98	103	NA	103	
6/22/16	DM	BD	230	NA	24-May-16	0.42	51	NA	51	
6/22/16	EL	BD	211	X1714	23-May-16	0.94	90	NA	90	
6/22/16	JZ	BD	139	X1216	18-May-16	1.75	288	NA	288	
6/22/16	DM	BD	219	NA	24-May-16	0.81	132	NA	132	
6/22/16	SK	BD	18	X1545	20-May-16	1.59	131	NA	131	
6/22/16	EL	BD	103	X952	12-May-16	2.82	374	NA	374	
6/22/16	JZ	BD	24	X1890	24-May-16	0.50	51	NA	51	
6/22/16	JEF	BD	100	X934	12-May-16	0.11	18	NA	18	
6/22/16	JEF	BD	201	X1689	20-May-16	0.90	66	NA	66	
6/22/16	VR	BD	107	X977	12-May-16	0.20	24	NA	24	
6/22/16	JZ	BD	101	X941	12-May-16	1.33	137	NA	137	
6/22/16	VR	BD	91	X885	12-May-16	0.68	90	NA	90	
6/22/16	SK	BD	99	X932	12-May-16	0.95	96	NA	96	
6/22/16	DM	BD	89	X859	12-May-16	0.51	50	NA	50	
6/22/16	JEF	BD	95	X907	12-May-16	0.23	82	NA	82	
6/22/16	EL	BD	98	X921	12-May-16	0.04	7	NA	7	
6/22/16	SK	BD	96	X910	12-May-16	0.10	10	NA	10	
6/22/16	EL	BD	97	X917	12-May-16	0.28	35	NA	35	
6/22/16	SK	BD	93	X893	12-May-16	0.22	40	NA	40	
6/22/16	SK	BD	110	X1116	12-May-16	0.53	51	NA	51	
6/22/16	EL	BD	88	X856	12-May-16	0.54	84	NA	84	
6/22/16	JEF	BD	50	X1118	12-May-16	0.18	35	NA	35	
6/22/16	DM	BD	94	X899	12-May-16	0.20	29	NA	29	
6/22/16	SK	BD	19	X1550	20-May-16	1.09	88	NA	88	
6/22/16	EL	BD	202	X1690	20-May-16	0.19	23	NA	23	
6/22/16	JEF	BD	32	X1125	12-May-16	0.07	7	NA	7	
6/22/16	EL	BD	105	X970	12-May-16	0.93	84	NA	84	
6/22/16	VR	BD	92	X891	12-May-16	0.07	10	NA	10	
6/22/16	DM	BD	108	X1102	12-May-16	0.21	26	NA	26	
6/22/16	SK	BD	109	X1106	12-May-16	0.17	21	NA	21	
6/22/16	JZ	BD	187	X282	20-May-16	2.40	225	NA	225	
6/22/16	VR	BD	90	X877	12-May-16	0.55	90	NA	90	
6/22/16	SK	BD	111	X1130	13-May-16	0.35	35	NA	35	
6/22/16	EL	BD	188	X1611	20-May-16	2.57	254	NA	254	
6/28/16	JZ	BD	153	X1248	19-May-16	0.36	6	NA	6	
6/28/16	SK	BD	113	X989	13-May-16	0.82	78	NA	78	
6/28/16	JZ	BD	165	X1370	19-May-16	0.12	15	NA	15	
6/28/16	VR	BD	83	X792	17-May-16	0.22	24	NA	24	
6/28/16	JZ	BD	66	X635	17-May-16	0.04	7	NA	7	
6/28/16	JZ	BD	75	X695	17-May-16	0.45	44	NA	44	
6/28/16	JZ	BD	43	X853	17-May-16	0.25	43	NA	43	
6/28/16	VR	BD	228	NA	24-May-16	0.83	74	NA	74	
6/28/16	JZ	BD	74	X788	17-May-16	0.07	7	NA	7	
6/28/16	JZ	BD	145	X1314	19-May-16	0.32	35	NA	35	
6/28/16	JZ	BD	124	X1061	18-May-16	0.23	28	NA	28	
