"trans","plot","spcode","Plant.ID","mean.dam","n.leaves.mar","n.dam.mar","trans.type","EG.adult","SP.adult","PHAaqu","Avena","BD","BH","FESper","BROste","FESmyu","BRAdis","AVEfat","mean.dam.apr","n.leaves.apr","n.dam.apr","Seed.estimate","zseeds","zdam.mar","zdam.apr","fungus.id"
"1","A","SP","A860",0.0166666666666667,6,2,"STPU",0,9,0,6.666666667,0,6.666666667,0,0,0,0,4.444444444,0.00533333333333333,6,5,26,-0.711358206337642,-0.17188891100987,-0.874073007866089,"AN"
"1","A","SP","A861",0.0133333333333333,6,4,"STPU",0,9,0,6.666666667,0,6.666666667,0,0,0,0,4.444444444,0.0218333333333333,6,6,40,-0.656595701101389,-0.333448596242568,0.160659814906715,NA
"1","A","SP","A862",0.01,6,2,"STPU",0,9,0,6.666666667,0,6.666666667,0,0,0,0,4.444444444,0.0185,6,3,NA,NA,-0.495008281475266,-0.0483771189867803,"AN"
"2","C","AB","AB007",0,4,0,"PHAQ",0,4,4,70,0,81.66666667,0,0,0,202.2222222,0,0.12525,4,2,8,0.247358506387331,-0.581966696157535,0.42435149611113,NA
"2","C","AB","AB008",0,3,0,"PHAQ",0,4,4,70,0,81.66666667,0,0,0,202.2222222,0,0,5,0,14,1.24417636794822,-0.581966696157535,-0.602871386068693,NA
"2","C","AB","AB009",0.00183333333333333,6,2,"PHAQ",0,4,4,70,0,81.66666667,0,0,0,202.2222222,0,0.017,3,2,8,0.247358506387331,-0.502066712910621,-0.46344792102233,NA
"2","D","AB","AB015",0.0025,4,1,"PHAQ",0,4,3,30.55555556,0,183.3333333,0,0,0,0,0,NA,NA,NA,13,1.07804005768807,-0.473012173548107,NA,NA
"2","D","AB","AB016",0.0851666666666667,6,3,"PHAQ",0,4,3,30.55555556,0,183.3333333,0,0,0,0,0,NA,NA,NA,10,0.579631126907627,3.12975070740365,NA,NA
"2","D","AB","AB017",0.0101666666666667,6,3,"PHAQ",0,4,3,30.55555556,0,183.3333333,0,0,0,0,0,NA,NA,NA,0,-1.08173197569385,-0.138884970879195,NA,NA
"2","E","AB","AB021",0.000333333333333333,3,1,"PHAQ",0,10,0,26.66666667,11.11111111,63.88888889,0,0,0,0,40,0,3,0,6,-0.0849141141329645,-0.567439426476278,-0.602871386068693,NA
"2","E","AB","AB022",0.00075,4,3,"PHAQ",0,10,0,26.66666667,11.11111111,63.88888889,0,0,0,0,40,0.005,4,2,8,0.247358506387331,-0.549280339374707,-0.561864484584468,"A"
"2","E","AB","AB023",0.00366666666666667,6,4,"PHAQ",0,10,0,26.66666667,11.11111111,63.88888889,0,0,0,0,40,0.0022,5,2,16,1.57644898846852,-0.422166729663707,-0.584828349415634,NA
"1","B","AB","AB027",0,6,0,"STPU",0,14,0,0,0,53.33333333,0,0,0,0,0,NA,NA,NA,6,-0.0849141141329645,-0.581966696157535,NA,NA
"1","B","AB","AB028",0.003,4,3,"STPU",0,14,0,0,0,53.33333333,0,0,0,0,0,NA,NA,NA,6,-0.0849141141329645,-0.451221269026222,NA,NA
"1","B","AB","AB029",0.00183333333333333,6,2,"STPU",0,14,0,0,0,53.33333333,0,0,0,0,0,NA,NA,NA,14,1.24417636794822,-0.502066712910621,NA,NA
"1","C","AB","AB039",0.00883333333333333,6,4,"STPU",0,8,0,0,0,275,0,0,0,0,0,0.002,6,3,14,1.24417636794822,-0.196994049604223,-0.586468625475003,"C"
"1","C","AB","AB040",0,2,0,"STPU",0,8,0,0,0,275,0,0,0,0,0,0,4,0,0,-1.08173197569385,-0.581966696157535,-0.602871386068693,NA
"1","C","AB","AB041",0.000166666666666667,6,1,"STPU",0,8,0,0,0,275,0,0,0,0,0,0.0416666666666667,6,1,13,1.07804005768807,-0.574703061316907,-0.261147207033489,"C"
"1","E","AB","AB044",0.00166666666666667,6,1,"STPU",0,1,0,75.77777778,0,116.1111111,0,0,0,0,113.6666667,0.0101666666666667,6,3,8,0.247358506387331,-0.50933034775125,-0.519490686384103,NA
"1","E","AB","AB045",0,3,0,"STPU",0,1,0,75.77777778,0,116.1111111,0,0,0,0,113.6666667,NA,NA,NA,NA,NA,-0.581966696157535,NA,NA
"1","E","AB","AB046",0.00333333333333333,3,1,"STPU",0,1,0,75.77777778,0,116.1111111,0,0,0,0,113.6666667,NA,NA,NA,8,0.247358506387331,-0.436693999344965,NA,NA
"6","B","AB","AB115",0.0433333333333333,6,2,"ELGL",6,2,0,83.33333333,5.555555556,388.8888889,0,0,0,0,0,NA,NA,NA,11,0.745767437167775,1.30657836240588,NA,NA
"6","B","AB","AB116",0.00366666666666667,3,2,"ELGL",6,2,0,83.33333333,5.555555556,388.8888889,0,0,0,0,0,NA,NA,NA,10,0.579631126907627,-0.422166729663707,NA,NA
"6","B","AB","AB117",0.000333333333333333,3,1,"ELGL",6,2,0,83.33333333,5.555555556,388.8888889,0,0,0,0,0,NA,NA,NA,4,-0.41718673465326,-0.567439426476278,NA,NA
"6","C","AB","AB121",0.0185,6,3,"ELGL",7,2,0,77.77777778,31.11111111,443.3333333,0,0,0,0,0,0.0833333333333333,6,1,30,3.90235733211059,0.224296771152233,0.0805769720017149,NA
"6","D","AB","AB123",0.0168333333333333,6,2,"ELGL",3,4,0,122.2222222,18.33333333,409.4444444,0,0,0,0,0,NA,NA,NA,0,-1.08173197569385,0.151660422745947,NA,NA
"6","D","AB","AB124",0.00166666666666667,6,1,"ELGL",3,4,0,122.2222222,18.33333333,409.4444444,0,0,0,0,0,NA,NA,NA,6,-0.0849141141329645,-0.50933034775125,NA,NA
"6","E","AB","AB133",0,2,0,"ELGL",1,0,1,264.4444444,37.77777778,377.7777778,0,0,0,0,0,NA,NA,NA,0,-1.08173197569385,-0.581966696157535,NA,NA
"6","E","AB","AB135",0.000666666666666667,3,2,"ELGL",1,0,1,264.4444444,37.77777778,377.7777778,0,0,0,0,0,0.2505,2,2,0,-1.08173197569385,-0.552912156795021,1.45157437829095,"G"
"6","D","AB","AB136",0.005,2,1,"ELGL",3,4,0,122.2222222,18.33333333,409.4444444,0,0,0,0,0,NA,NA,NA,0,-1.08173197569385,-0.364057650938679,NA,NA
"6","C","AB","AB137",0.075,4,2,"ELGL",7,2,0,77.77777778,31.11111111,443.3333333,0,0,0,0,0,0.015,4,2,4,-0.41718673465326,2.68666898212531,-0.479850681616019,"C"
"6","C","AB","AB141",0.0171666666666667,6,4,"ELGL",7,2,0,77.77777778,31.11111111,443.3333333,0,0,0,0,0,NA,NA,NA,0,-1.08173197569385,0.166187692427204,NA,NA
"5","B","AB","AB165",0.15,2,2,"ELGL",4,0,0,76.44444444,186.6666667,511.1111111,0,0,0,0,19.11111111,NA,NA,NA,NA,NA,5.95530466040815,NA,NA
"5","B","AB","AB166",0.0202,5,3,"ELGL",4,0,0,76.44444444,186.6666667,511.1111111,0,0,0,0,19.11111111,NA,NA,NA,20,2.24099422950911,0.298385846526643,NA,NA
"5","B","AB","AB167",0.0022,5,2,"ELGL",4,0,0,76.44444444,186.6666667,511.1111111,0,0,0,0,19.11111111,NA,NA,NA,NA,NA,-0.486086716261239,NA,NA
"5","C","AB","AB181",0.0351666666666667,6,4,"ELGL",5,0,0,30.22222222,18.88888889,122.7777778,0,0,0,0,120.8888889,0.00833333333333333,6,1,12,0.911903747427923,0.950660255215086,-0.534526550261652,NA
"3","B","AB","AB199",0.0183333333333333,6,2,"STPU",0,4,0,104,0,26.66666667,0,0,0,857.7777778,69.33333333,NA,NA,NA,11,0.745767437167775,0.217033136311604,NA,NA
"3","B","AB","AB203",0.0168333333333333,6,3,"STPU",0,4,0,104,0,26.66666667,0,0,0,857.7777778,69.33333333,NA,NA,NA,2,-0.749459355173556,0.151660422745947,NA,NA
"3","B","AB","AB204",0.00183333333333333,6,2,"STPU",0,4,0,104,0,26.66666667,0,0,0,857.7777778,69.33333333,NA,NA,NA,NA,NA,-0.502066712910621,NA,NA
"3","C","AB","AB209",0.0025,4,1,"STPU",0,6,0,63.55555556,0,42.77777778,0,0,0,421.6666667,95.33333333,NA,NA,NA,1,-0.915595665433704,-0.473012173548107,NA,NA
"3","C","AB","AB210",5e-04,4,2,"STPU",0,6,0,63.55555556,0,42.77777778,0,0,0,421.6666667,95.33333333,NA,NA,NA,NA,NA,-0.56017579163565,NA,"A"
"3","C","AB","AB211",0.0402,5,4,"STPU",0,6,0,63.55555556,0,42.77777778,0,0,0,421.6666667,95.33333333,0.0505,2,2,NA,NA,1.17002202740207,-0.188701681078026,NA
"3","E","AB","AB212",0.000333333333333333,3,1,"STPU",0,1,0,110.6666667,44.44444444,148.8888889,0,0,0,271.1111111,73.77777778,0.125,2,1,10,0.579631126907627,-0.567439426476278,0.422301151036919,NA
"6","A","AB","AB226",5e-04,2,1,"ELGL",7,1,0,130,57.77777778,274.4444444,0,0,115.5555556,0,0,0.5,1,1,2,-0.749459355173556,-0.56017579163565,3.49781876235375,NA
"6","A","AB","AB227",0.0203333333333333,3,3,"ELGL",7,1,0,130,57.77777778,274.4444444,0,0,115.5555556,0,0,0.00025,4,1,14,1.24417636794822,0.304196754399146,-0.600821040994481,NA
"6","A","AB","AB228",0.0055,2,2,"ELGL",7,1,0,130,57.77777778,274.4444444,0,0,115.5555556,0,0,NA,NA,NA,0,-1.08173197569385,-0.342266746416794,NA,NA
"3","E","AB","AB232",0,3,0,"STPU",0,1,0,110.6666667,44.44444444,148.8888889,0,0,0,271.1111111,73.77777778,NA,NA,NA,4,-0.41718673465326,-0.581966696157535,NA,NA
"3","E","AB","AB245",0.0336666666666667,3,2,"STPU",0,1,0,110.6666667,44.44444444,148.8888889,0,0,0,271.1111111,73.77777778,0.005,2,1,12,0.911903747427923,0.885287541649429,-0.561864484584468,NA
"7","C","AB","AB258",0.01,6,2,"PHAQ",1,0,3,0,0,141.6666667,0,0,0,0,0,NA,NA,NA,NA,NA,-0.146148605719823,NA,NA
"7","D","AB","AB263",0.00366666666666667,3,2,"PHAQ",0,0,5,0,0,313.3333333,0,0,0,0,0,NA,NA,NA,NA,NA,-0.422166729663707,NA,NA
"4","A","AB","AB267",0.01525,4,3,"STPU",0,7,0,0,4.444444444,248.8888889,0,0,0,0,115.5555556,0.336666666666667,3,3,0,-1.08173197569385,0.0826558917599759,2.15825998053575,NA
"7","D","AB","AB268",0.000666666666666667,6,4,"PHAQ",0,0,5,0,0,313.3333333,0,0,0,0,0,NA,NA,NA,NA,NA,-0.552912156795021,NA,NA
"7","E","AB","AB271",0.0122,5,3,"PHAQ",0,0,2,119,0,661.1111111,0,0,0,0,79.33333333,0.000166666666666667,6,1,10,0.579631126907627,-0.0502686258235264,-0.601504489352552,"A"
"7","E","AB","AB272",0.00366666666666667,3,2,"PHAQ",0,0,2,119,0,661.1111111,0,0,0,0,79.33333333,NA,NA,NA,2,-0.749459355173556,-0.422166729663707,NA,NA
"4","A","AB","AB273",0.000333333333333333,6,2,"STPU",0,7,0,0,4.444444444,248.8888889,0,0,0,0,115.5555556,0.017,3,2,11,0.745767437167775,-0.567439426476278,-0.46344792102233,NA
"4","A","AB","AB274",0.000666666666666667,3,2,"STPU",0,7,0,0,4.444444444,248.8888889,0,0,0,0,115.5555556,NA,NA,NA,3,-0.583323044913408,-0.552912156795021,NA,NA
"7","E","AB","AB277",0.000333333333333333,3,1,"PHAQ",0,0,2,119,0,661.1111111,0,0,0,0,79.33333333,0.005,2,1,3,-0.583323044913408,-0.567439426476278,-0.561864484584468,"G"
"4","B","AB","AB280",0.00666666666666667,3,2,"STPU",0,6,0,21.33333333,0,66.66666667,0,0,0,506.6666667,32,NA,NA,NA,11,0.745767437167775,-0.291421302532394,NA,NA
"4","B","AB","AB285",0.001,3,3,"STPU",0,6,0,21.33333333,0,66.66666667,0,0,0,506.6666667,32,NA,NA,NA,0,-1.08173197569385,-0.538384887113764,NA,NA
"4","B","AB","AB286",0.017,3,2,"STPU",0,6,0,21.33333333,0,66.66666667,0,0,0,506.6666667,32,NA,NA,NA,0,-1.08173197569385,0.158924057586576,NA,NA
"4","C","AB","AB287",0.0524,5,4,"STPU",0,7,0,7.222222222,11.11111111,297.2222222,0,0,0,0,28.88888889,0.5,1,1,10,0.579631126907627,1.70172009773608,3.49781876235375,NA
"4","C","AB","AB288",0.0203333333333333,6,5,"STPU",0,7,0,7.222222222,11.11111111,297.2222222,0,0,0,0,28.88888889,0.06275,4,2,0,-1.08173197569385,0.304196754399146,-0.0882347724416759,"AL"
"4","C","AB","AB294",0.01,5,1,"STPU",0,7,0,7.222222222,11.11111111,297.2222222,0,0,0,0,28.88888889,0.0503333333333333,3,3,5,-0.251050424393112,-0.146148605719823,-0.190068577794167,NA
"8","D","AB","AB297",0.013,4,3,"ELGL",5,4,0,8,6.666666667,3.333333333,80,46.66666667,0,0,48.66666667,NA,NA,NA,0,-1.08173197569385,-0.0154031785885093,NA,NA
"8","B","AB","AB301",0.00366666666666667,3,2,"ELGL",8,0,0,0,0,70,46.66666667,0,0,0,0,NA,NA,NA,8,0.247358506387331,-0.422166729663707,NA,NA
"4","D","AB","AB302",0.01275,4,2,"STPU",0,2,0,0,38.88888889,840,0,0,0,0,54.44444444,NA,NA,NA,8,0.247358506387331,-0.0262986308494522,NA,NA
"4","D","AB","AB316",0.025,2,1,"STPU",0,2,0,0,38.88888889,840,0,0,0,0,54.44444444,NA,NA,NA,0,-1.08173197569385,0.507578529936745,NA,NA
"7","C","AB","AB317",0.000166666666666667,6,1,"PHAQ",1,0,3,0,0,141.6666667,0,0,0,0,0,0.0085,6,2,18,1.90872160898881,-0.574703061316907,-0.533159653545511,NA
"4","D","AB","AB324",0.0125,4,1,"STPU",0,2,0,0,38.88888889,840,0,0,0,0,54.44444444,NA,NA,NA,3,-0.583323044913408,-0.0371940831103949,NA,NA
"8","E","AB","AB329",0.00525,4,3,"ELGL",1,0,0,94.44444444,37.77777778,170,0,0,0,0,0,5e-04,2,1,8,0.247358506387331,-0.353162198677736,-0.59877069592027,NA
"8","D","AB","AB330",0.01275,4,2,"ELGL",5,4,0,8,6.666666667,3.333333333,80,46.66666667,0,0,48.66666667,NA,NA,NA,6,-0.0849141141329645,-0.0262986308494522,NA,NA
"8","D","AB","AB332",0.000666666666666667,3,2,"ELGL",5,4,0,8,6.666666667,3.333333333,80,46.66666667,0,0,48.66666667,NA,NA,NA,7,0.0812221961271835,-0.552912156795021,NA,NA
"4","E","AB","AB338",0.000333333333333333,3,1,"STPU",0,1,0,0,471.1111111,382.2222222,0,0,0,0,62.22222222,0,1,0,2,-0.749459355173556,-0.567439426476278,-0.602871386068693,NA
"4","E","AB","AB339",0.0366666666666667,3,2,"STPU",0,1,0,0,471.1111111,382.2222222,0,0,0,0,62.22222222,0.0505,2,2,4,-0.41718673465326,1.01603296878074,-0.188701681078026,NA
"8","B","AB","AB342",0.05,2,1,"ELGL",8,0,0,0,0,70,46.66666667,0,0,0,0,NA,NA,NA,6,-0.0849141141329645,1.59712375603103,NA,NA
"8","B","AB","AB344",0.013,2,2,"ELGL",8,0,0,0,0,70,46.66666667,0,0,0,0,NA,NA,NA,5,-0.251050424393112,-0.0154031785885093,NA,NA
"4","E","AB","AB346",0.003,4,3,"STPU",0,1,0,0,471.1111111,382.2222222,0,0,0,0,62.22222222,0.19,4,2,1,-0.915595665433704,-0.451221269026222,0.955390870331836,NA
"10","E","AB","AB378",0.00366666666666667,3,2,"PHAQ",0,2,2,50,83.33333333,146.6666667,220,0,0,0,0,NA,NA,NA,0,-1.08173197569385,-0.422166729663707,NA,NA
"9","D","AB","AB379",0.0035,6,3,"PHAQ",0,0,3,0.277777778,0,102.7777778,0,0,0,0,2.5,NA,NA,NA,NA,NA,-0.429430364504336,NA,NA
"9","E","AB","AB388",0.00333333333333333,3,1,"PHAQ",0,2,2,95.55555556,0,60,0,0,0,0,0,NA,NA,NA,NA,NA,-0.436693999344965,NA,NA
"9","E","AB","AB397",0.000333333333333333,3,1,"PHAQ",0,2,2,95.55555556,0,60,0,0,0,0,0,0.1,2,2,6,-0.0849141141329645,-0.567439426476278,0.217266643615796,NA
"9","E","AB","AB398",0.02775,4,3,"PHAQ",0,2,2,95.55555556,0,60,0,0,0,0,0,0.1,2,2,6,-0.0849141141329645,0.627428504807116,0.217266643615796,NA
"10","D","AB","AB401",0.014,5,3,"PHAQ",0,0,5,0,13.33333333,140,60,0,0,0,10,NA,NA,NA,10,0.579631126907627,0.0281786304552618,NA,NA
"10","E","AB","AB407",0.00525,4,3,"PHAQ",0,2,2,50,83.33333333,146.6666667,220,0,0,0,0,NA,NA,NA,0,-1.08173197569385,-0.353162198677736,NA,NA
"10","E","AB","AB408",0.00333333333333333,3,1,"PHAQ",0,2,2,50,83.33333333,146.6666667,220,0,0,0,0,NA,NA,NA,0,-1.08173197569385,-0.436693999344965,NA,NA
"10","D","AB","AB410",0.00183333333333333,6,2,"PHAQ",0,0,5,0,13.33333333,140,60,0,0,0,10,NA,NA,NA,10,0.579631126907627,-0.502066712910621,NA,NA
"9","D","AB","AB411",0.000666666666666667,3,2,"PHAQ",0,0,3,0.277777778,0,102.7777778,0,0,0,0,2.5,NA,NA,NA,0,-1.08173197569385,-0.552912156795021,NA,NA
"8","E","AB","AB416",0.00366666666666667,6,4,"ELGL",1,0,0,94.44444444,37.77777778,170,0,0,0,0,0,5e-04,2,1,14,1.24417636794822,-0.422166729663707,-0.59877069592027,"AL"
"10","D","AB","AB420",0.0255,4,4,"PHAQ",0,0,5,0,13.33333333,140,60,0,0,0,10,NA,NA,NA,0,-1.08173197569385,0.529369434458631,NA,NA
"8","E","AB","AB425",0.0026,5,4,"ELGL",1,0,0,94.44444444,37.77777778,170,0,0,0,0,0,0.1375,4,2,0,-1.08173197569385,-0.46865399264373,0.52481840474748,NA
"9","D","AB","AB449",0.00275,4,2,"PHAQ",0,0,3,0.277777778,0,102.7777778,0,0,0,0,2.5,NA,NA,NA,NA,NA,-0.462116721287164,NA,NA
"6","B","BD","BD114",0,3,0,"ELGL",6,2,0,83.33333333,5.555555556,388.8888889,0,0,0,0,0,NA,NA,NA,8,-0.308957775628158,-0.374500149502482,NA,NA
"6","C","BD","BD118",0.025,4,1,"ELGL",7,2,0,77.77777778,31.11111111,443.3333333,0,0,0,0,0,0.01,1,1,13,0.0757129726835801,1.40371564499501,-0.279492335602217,NA
"6","C","BD","BD119",0.0025,4,1,"ELGL",7,2,0,77.77777778,31.11111111,443.3333333,0,0,0,0,0,0.0505,2,2,15,0.229581272008275,-0.196678570052732,0.287858622014257,"C"
"6","C","BD","BD120",0,3,0,"ELGL",7,2,0,77.77777778,31.11111111,443.3333333,0,0,0,0,0,0.001,1,1,6,-0.462826074952853,-0.374500149502482,-0.405570326183656,NA
"6","D","BD","BD125",0.02525,4,2,"ELGL",3,4,0,122.2222222,18.33333333,409.4444444,0,0,0,0,0,NA,NA,NA,7,-0.385891925290505,1.42149780293999,NA,NA
"6","D","BD","BD126",0.000333333333333333,3,1,"ELGL",3,4,0,122.2222222,18.33333333,409.4444444,0,0,0,0,0,NA,NA,NA,8,-0.308957775628158,-0.350790605575848,NA,NA
"5","C","BH","BD129",0.00866666666666667,6,3,"ELGL",5,0,0,30.22222222,18.88888889,122.7777778,0,0,0,0,120.8888889,0,2,0,20,1.11458497989408,-0.224560577389847,-0.481481861093103,NA
"6","D","BD","BD134",0,3,0,"ELGL",3,4,0,122.2222222,18.33333333,409.4444444,0,0,0,0,0,NA,NA,NA,7,-0.385891925290505,-0.374500149502482,NA,NA
"6","B","BD","BD145",5e-04,2,1,"ELGL",6,2,0,83.33333333,5.555555556,388.8888889,0,0,0,0,0,NA,NA,NA,2,-0.770562673602243,-0.338935833612532,NA,NA
"6","B","BD","BD146",0,2,0,"ELGL",6,2,0,83.33333333,5.555555556,388.8888889,0,0,0,0,0,NA,NA,NA,0,-0.924430972926938,-0.374500149502482,NA,NA
"5","A","BD","BD151",0.00025,4,1,"ELGL",7,0,0,9.333333333,443.3333333,23.33333333,0,0,0,0,14,0,3,0,13,0.0757129726835801,-0.356717991557507,-0.419578991803816,NA
"5","A","BD","BD152",0,5,0,"ELGL",7,0,0,9.333333333,443.3333333,23.33333333,0,0,0,0,14,0.001,1,1,NA,NA,-0.374500149502482,-0.405570326183656,"H"
"5","A","BD","BD153",0.000333333333333333,3,1,"ELGL",7,0,0,9.333333333,443.3333333,23.33333333,0,0,0,0,14,NA,NA,NA,NA,NA,-0.350790605575848,NA,NA
"5","B","BD","BD163",0.0025,4,1,"ELGL",4,0,0,76.44444444,186.6666667,511.1111111,0,0,0,0,19.11111111,NA,NA,NA,NA,NA,-0.196678570052732,NA,NA
"5","B","BD","BD164",0,3,0,"ELGL",4,0,0,76.44444444,186.6666667,511.1111111,0,0,0,0,19.11111111,NA,NA,NA,12,-0.00122117697876742,-0.374500149502482,NA,NA
"5","B","BD","BD168",0.00075,4,3,"ELGL",4,0,0,76.44444444,186.6666667,511.1111111,0,0,0,0,19.11111111,NA,NA,NA,NA,NA,-0.321153675667557,NA,NA
"5","C","BD","BD178",0.0025,4,1,"ELGL",5,0,0,30.22222222,18.88888889,122.7777778,0,0,0,0,120.8888889,NA,NA,NA,64,3.99935460546331,-0.196678570052732,NA,NA
"5","C","BH","BD180",0.0833333333333333,3,1,"ELGL",5,0,0,30.22222222,18.88888889,122.7777778,0,0,0,0,120.8888889,0.05,1,1,22,1.32504611289913,0.902738816263499,0.226001689900844,NA
"5","E","BH","BD193",0.00333333333333333,3,1,"ELGL",2,0,0,180,60,1120,0,0,0,0,270,0.005,2,1,21,1.21981554639661,-0.3050819626508,-0.410733505993708,NA
"5","E","BD","BD194",0.000333333333333333,3,1,"ELGL",2,0,0,180,60,1120,0,0,0,0,270,0,1,0,0,-0.924430972926938,-0.350790605575848,-0.419578991803816,NA
"5","E","BD","BD195",5e-04,4,2,"ELGL",2,0,0,180,60,1120,0,0,0,0,270,NA,NA,NA,0,-0.924430972926938,-0.338935833612532,NA,NA
"3","B","BD","BD205",0,3,0,"STPU",0,4,0,104,0,26.66666667,0,0,0,857.7777778,69.33333333,NA,NA,NA,6,-0.462826074952853,-0.374500149502482,NA,NA
"3","B","BD","BD206",0,3,0,"STPU",0,4,0,104,0,26.66666667,0,0,0,857.7777778,69.33333333,NA,NA,NA,6,-0.462826074952853,-0.374500149502482,NA,NA
"3","B","BD","BD207",0.000666666666666667,3,2,"STPU",0,4,0,104,0,26.66666667,0,0,0,857.7777778,69.33333333,NA,NA,NA,4,-0.616694374277548,-0.327081061649215,NA,NA
"3","D","BD","BD214",0,3,0,"STPU",0,7,0,31.77777778,0,72.22222222,0,0,0,541.6666667,127.1111111,NA,NA,NA,NA,NA,-0.374500149502482,NA,NA
"3","D","BD","BD215",0.000333333333333333,3,1,"STPU",0,7,0,31.77777778,0,72.22222222,0,0,0,541.6666667,127.1111111,NA,NA,NA,3,-0.693628523939895,-0.350790605575848,NA,NA
"3","D","BD","BD216",0,4,0,"STPU",0,7,0,31.77777778,0,72.22222222,0,0,0,541.6666667,127.1111111,NA,NA,NA,NA,NA,-0.374500149502482,NA,NA
"6","A","BD","BD229",0.00275,4,2,"ELGL",7,1,0,130,57.77777778,274.4444444,0,0,115.5555556,0,0,0.01,1,1,14,0.152647122345928,-0.178896412107757,-0.279492335602217,"B"
"6","A","BD","BD238",0.000333333333333333,3,1,"ELGL",7,1,0,130,57.77777778,274.4444444,0,0,115.5555556,0,0,NA,NA,NA,0,-0.924430972926938,-0.350790605575848,NA,NA
"3","E","BD","BD241",0,4,0,"STPU",0,1,0,110.6666667,44.44444444,148.8888889,0,0,0,271.1111111,73.77777778,NA,NA,NA,2,-0.770562673602243,-0.374500149502482,NA,NA
"3","E","BD","BD242",0,4,0,"STPU",0,1,0,110.6666667,44.44444444,148.8888889,0,0,0,271.1111111,73.77777778,0.001,1,1,10,-0.155089476303463,-0.374500149502482,-0.405570326183656,NA
"3","E","BD","BD243",0.0022,5,2,"STPU",0,1,0,110.6666667,44.44444444,148.8888889,0,0,0,271.1111111,73.77777778,0.001,1,1,17,0.38344957133297,-0.218017159586702,-0.405570326183656,"AL"
"6","A","BD","BD251",0.00666666666666667,3,2,"ELGL",7,1,0,130,57.77777778,274.4444444,0,0,115.5555556,0,0,0.001,1,1,6,-0.462826074952853,0.099690729030184,-0.405570326183656,NA
"4","C","BD","BD289",5e-04,4,2,"STPU",0,7,0,7.222222222,11.11111111,297.2222222,0,0,0,0,28.88888889,0.001,1,1,10,-0.155089476303463,-0.338935833612532,-0.405570326183656,"AL"
"4","B","BD","BD292",0.0275,4,2,"STPU",0,6,0,21.33333333,0,66.66666667,0,0,0,506.6666667,32,NA,NA,NA,0,-0.924430972926938,1.58153722444476,NA,NA
"8","C","BD","BD299",0.0024,5,3,"ELGL",6,4,0,0,253.3333333,53.33333333,0,0,0,0,0,0.001,2,2,12,-0.00122117697876742,-0.203791433230722,-0.405570326183656,NA
"4","C","BD","BD300",0.000166666666666667,6,1,"STPU",0,7,0,7.222222222,11.11111111,297.2222222,0,0,0,0,28.88888889,0.005,2,1,11,-0.078155326641115,-0.362645377539165,-0.349535663703017,"C"
"8","A","BD","BD303",0.00025,4,1,"ELGL",7,4,0,0,0,28.88888889,0,0,0,0,0,0.25,1,1,12,-0.00122117697876742,-0.356717991557507,3.08258741323615,NA
"4","E","BD","BD304",0.000333333333333333,3,1,"STPU",0,1,0,0,471.1111111,382.2222222,0,0,0,0,62.22222222,0.2505,2,2,28,1.22972521761879,-0.350790605575848,3.08959174604623,NA
"4","E","BD","BD305",0.000333333333333333,3,1,"STPU",0,1,0,0,471.1111111,382.2222222,0,0,0,0,62.22222222,0.1,1,1,17,0.38344957133297,-0.350790605575848,0.981287570212171,"C"
"4","E","BD","BD306",0.0833333333333333,3,1,"STPU",0,1,0,0,471.1111111,382.2222222,0,0,0,0,62.22222222,NA,NA,NA,0,-0.924430972926938,5.55288583215584,NA,NA
"7","B","BD","BD308",0.0625,4,1,"PHAQ",0,0,5,0,0,2.222222222,0,131.1111111,0,0,0,NA,NA,NA,21,0.69118616998236,4.07103933674126,NA,NA
"4","D","BD","BD310",0.00025,4,1,"STPU",0,2,0,0,38.88888889,840,0,0,0,0,54.44444444,NA,NA,NA,8,-0.308957775628158,-0.356717991557507,NA,NA
"4","D","BD","BD311",0,1,0,"STPU",0,2,0,0,38.88888889,840,0,0,0,0,54.44444444,NA,NA,NA,2,-0.770562673602243,-0.374500149502482,NA,NA
"4","D","BD","BD312",0.0025,4,1,"STPU",0,2,0,0,38.88888889,840,0,0,0,0,54.44444444,NA,NA,NA,0,-0.924430972926938,-0.196678570052732,NA,NA
"7","B","BD","BD318",0,3,0,"PHAQ",0,0,5,0,0,2.222222222,0,131.1111111,0,0,0,NA,NA,NA,23,0.845054469307056,-0.374500149502482,NA,NA
"4","C","BD","BD319",0.0125,4,1,"STPU",0,7,0,7.222222222,11.11111111,297.2222222,0,0,0,0,28.88888889,0,1,0,9,-0.23202362596581,0.514607747746266,-0.419578991803816,NA
"7","B","BD","BD322",0,4,0,"PHAQ",0,0,5,0,0,2.222222222,0,131.1111111,0,0,0,NA,NA,NA,28,1.22972521761879,-0.374500149502482,NA,NA
"8","D","BD","BD326",0.00025,4,1,"ELGL",5,4,0,8,6.666666667,3.333333333,80,46.66666667,0,0,48.66666667,NA,NA,NA,NA,NA,-0.356717991557507,NA,NA
"8","A","BD","BD334",0.0375,4,2,"ELGL",7,4,0,0,0,28.88888889,0,0,0,0,0,0,1,0,14,0.152647122345928,2.29282354224376,-0.419578991803816,NA
"8","C","BD","BD335",0.004,3,3,"ELGL",6,4,0,0,253.3333333,53.33333333,0,0,0,0,0,NA,NA,NA,39,2.07600086390462,-0.0899856223828822,NA,NA
