"Species","Plant.ID","Seed.estimate","Notes","plot","EG.adult","EG.seed","SP.adult","SP.seed","BH","BD","Avena","FEMY","BRADIS","Forb","Fabaceae","GAST","Density","BG.spp","rust","prop.dam.mini","mean.dam.mini","treat","prop.dam","mean.dam"
"EG","X1678",131,"",207,1,2,1,0,13,1,11,0,60,19,7,0,20,"BD seed","0",NA,NA,"inoculation",1,0.0203333333333333
"EG","X1059",4,"",123,1,5,1,2,990,3,17.7777777777778,0,30,20,6,0,10,"BH seed","0",NA,NA,"inoculation",1,0.0336666666666667
"EG","X906",175,"",95,1,7,1,10,13,4,5,0,140,3,16,0,40,"SP seed","0",NA,NA,"fungicide",1,0.001
"EG","X1018",181,"",117,3,2,2,4,12,4,10,5,0,50,5,0,4,"EG adults","0",NA,NA,"fungicide",0.333333333333333,0.00333333333333333
"EG","X929",113,"",99,1,6,1,4,9,26.6666666666667,70,0,80,120,8,0,40,"BD seed","0",NA,NA,"ambient",1,0.007
"EG","X915",89,"",97,1,10,1,2,17,70,110,0,60,11,14,0,80,"BD seed","0",NA,NA,"fungicide",0.333333333333333,0.0166666666666667
"EG","X925",7,"",98,1,1,1,1,14,2,47.2222222222222,6,15,30,4,0,20,"AB seed","0",NA,NA,"ambient",1,0.01
"EG","X1018",181,"",117,3,2,2,4,12,4,10,5,0,50,5,0,4,"EG adults","0",NA,NA,"fungicide",0.333333333333333,0.00333333333333333
"EG","X911",36,"",96,1,45,3,3,11,4,10,8,150,16.6666666666667,14,0,10,"EG seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"EG","X1120",20,"",50,0,11,1,1,16,3,11.1111111111111,0,60,0,8,0,4,"SP adult","0",NA,NA,"inoculation",1,0.004
"EG","X1006",336,"",56,1,3,5,0,22.2222222222222,8,8.33333333333333,5,0,10,5,0,2,"SP adult","0",NA,NA,"inoculation",0.666666666666667,0.02
"EG","X1759",103,"",229,1,1,1,1,1600,1,20,0,0,40,0,0,80,"BH seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"EG","X1865",33,"",239,1,0,2,0,46.6666666666667,0,53.3333333333333,10,13.3333333333333,15,0,0,20,"BH seed","0",NA,NA,"inoculation",1,0.004
"EG","X1407",213,"",170,1,180,1,1,14,2,2,0,200,46.6666666666667,0,8.88888888888889,100,"EG seed","1",NA,NA,"ambient",0.666666666666667,0.017
"EG","X1752",62,"",219,1,120,0,1,10,1,21,0,8,8,0,0,100,"EG seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"EG","X979",124,"",107,1,375,1,1,120,1,1,0,20,300,2,0,100,"EG seed","1",NA,NA,"ambient",0.666666666666667,0.00366666666666667
"EG","X1468",99,"",171,1,1,1,0,990,1,17.7777777777778,0,100,5,1,0,40,"BH seed","0",NA,NA,"ambient",1,0.001
"EG","X1462",7,"",172,1,30,1,1,10,3,9,0,120,12,0,0,20,"EG seed","1",NA,NA,"ambient",1,0.004
"EG","X884",411,"",91,1,9,1,1,12,5,25,0,16.6666666666667,53.3333333333333,7,0,100,"AB seed","0",NA,NA,"inoculation",1,0.01
"EG","X881",18,"",90,1,3,1,6,83.3333333333333,1,14,0,80,40,9,0,80,"SP seed","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"EG","X1103",74,"",108,1,8,1,3,53.3333333333333,6,17.7777777777778,0,33.3333333333333,19,0,0,100,"AB seed","0",NA,NA,"ambient",1,0.004
"EG","X1794",220,"",226,1,80,1,0,5,6,26.6666666666667,0,60,20,0,0,40,"EG seed","0",NA,NA,"inoculation",1,0.0203333333333333
"EG","X656",242,"",69,1,0,1,1,450,1,35.5555555555556,0,0,9,10,0,10,"BH seed","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"EG","X1105",728,"",109,1,360,1,0,22.2222222222222,1,8,0,150,75,2,0,80,"EG seed","0",NA,NA,"fungicide",1,0.001
"EG","X1212",135,"",58,1,9,1,1,24,1,7,0,60,18,0,0,2,"SP adult","0",NA,NA,"ambient",1,0.004
"EG","X1593",10,"",186,1,2,1,0,12,0,3,0,23,14,0,5,10,"AB seed","0",NA,NA,"fungicide",0,0
"EG","X1834",65,"",27,0.5,1,0.5,1,3.5,0.5,22.2222222222222,0,100,5,0,8.88888888888889,1,"All","0",NA,NA,"inoculation",1,0.007
"EG","X1578",315,"",184,1,2,3,2,10,240,5,0,204.545454545455,6,0,0,80,"BD seed","1",NA,NA,"inoculation",1,0.0503333333333333
"EG","X1196",26,"",136,1,1,1,1,1140,0,10,0,50,8,0,0,80,"BH seed","0",NA,NA,"ambient",1,0.001
"EG","X1585",304,"",185,2,4,1,1,21,1,7,0,40,6,0,0,2,"EG adults","1",NA,NA,"inoculation",1,0.034
"EG","X1650",98,"",195,6,6,1,1,10,1,17.7777777777778,9,0,15,3,0,6,"EG adults","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"EG","X1819",57,"",47,1,0,6,0,0,0,5,0,90,5,0,0,6,"SP adult","1",NA,NA,"ambient",1,0.0533333333333333
"EG","X1872",64,"",24,0.5,1,0,0,7.5,0.5,16.6666666666667,0,80,12.5,0.5,0,1,"All","1",NA,NA,"ambient",1,0.0203333333333333
"EG","X160",374,"",238,10,2,1,0,13,5,11,0,33.3333333333333,16,0,0,10,"EG adults","0",1,0.004,"fungicide",0.333333333333333,0.000333333333333333
"EG","X1247",122,"",143,0,60,1,1,120,5,33.3333333333333,8,0,120,12,0,20,"EG seed","0",NA,NA,"ambient",0.666666666666667,0.000666666666666667
"EG","X818",18,"",37,1,4,7,6,6,5,4,0,1.2,15,12,0,8,"SP adult","0",NA,NA,"inoculation",1,0.004
"EG","X1645",153,"",194,1,4,1,1,10,66.6666666666667,11,20,20,20,4,0,80,"BD seed","1",NA,NA,"fungicide",0.333333333333333,0.00333333333333333
"EG","X1740",58,"",215,1,3,1,1,19,1,4,0,66.6666666666667,25,0,0,80,"SP seed","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"EG","X1746",81,"",216,1,125,1,2,2,0,4,0,120,30,0,0,100,"EG seed","0",NA,NA,"inoculation",1,0.004
"EG","X1797",243,"",227,1,1,1,0,2480,0,10,0,15,7,0,0,40,"BH seed","0",NA,NA,"inoculation",1,0.004
"EG","X621",215,"",63,1,5,1,2,3,7,17,0,160,39,11,0,10,"BD seed","0",NA,NA,"fungicide",1,0.004
"EG","X632",259,"",65,1,80,1,2,6,0,31.1111111111111,0,200,22,13,0,100,"EG seed","0",NA,NA,"inoculation",0.666666666666667,0.000666666666666667
"EG","X1845",213,"",28,0.5,1.5,0,0,2,2,11.1111111111111,0,116.666666666667,11.1111111111111,0,13.3333333333333,1,"All","1",NA,NA,"fungicide",1,0.001
"EG","X1734",89,"",214,1,1,1,0,1280,0,11.6666666666667,0,120,5,0,0,40,"BH seed","0",NA,NA,"fungicide",0,0
"EG","X568",40,"",9,0.5,2,0.5,0.5,50,4,17.7777777777778,60,15,4.44444444444444,73.3333333333333,0,1,"All","0",NA,NA,"fungicide",1,0.0203333333333333
"EG","X1801",170,"",228,3,2,1,0,11,3,10,0,12,8,0,8,4,"EG adults","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"EG","X1338",833,"",159,1,3,1,1,15,46.6666666666667,10,15,15,30,1,0,40,"BD seed","0",NA,NA,"fungicide",1,0.001
"EG","X1695",49,"",60,1,3,2,1,9,0,8,0,6,2,0,0,2,"SP adult","0",NA,NA,"fungicide",1,0.001
"EG","X1168",1144,"",38,1,5,8,0,27,1,11,0,0,50,7,0,8,"SP adult","0",NA,NA,"ambient",0.333333333333333,0.0166666666666667
"EG","X812",123,"",49,1,6,3,0,46.6666666666667,6,8.33333333333333,40,50,25,6,0,4,"SP adult","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"EG","X1727",246,"",212,2,0,2,1,7,0,15,0,30,4,0,0,2,"EG adults","0",NA,NA,"ambient",1,0.001
"EG","X1496",138,"",14,0.5,3,0.5,0.5,8.88888888888889,0.5,5.55555555555556,0,120,7.5,0,0,1,"All","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"EG","X732",164,"",81,1,0,1,3,960,0,38.8888888888889,0,23.3333333333333,6,4,0,100,"BH seed","0",NA,NA,"ambient",0.666666666666667,0.000666666666666667
"EG","X1699",202,"",46,1,1,6,3,3,0,15,0,50,1,0,0,6,"SP adult","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"EG","X1489",390,"",12,0.5,2,0.5,2,10.5,7,2.22222222222222,0,40,12.5,0,0,1,"All","0",NA,NA,"inoculation",1,0.0173333333333333
"EG","X005",405,"",84,5,4,1,1,35.5555555555556,8,20,0,120,20,6,0,8,"EG adults","0",NA,NA,"ambient",1,0.001
"EG","X1732",139,"",213,1,2,2,4,5,0,10,0,225,6,0,0,20,"SP seed","0",NA,NA,"ambient",0.666666666666667,0.000666666666666667
"EG","X1448",160,"",175,2,2,1,3,18,3,5,0,0,36.6666666666667,0,0,2,"EG adults","0",NA,NA,"ambient",1,0.001
"EG","X1516",196,"",181,1,18,1,0,1,6,22.2222222222222,0,100,1,0,0,10,"EG seed","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"EG","X1455",271,"",173,1,7,1,2,5,630,13.8888888888889,0,0,30,2,0,100,"BD seed","0",NA,NA,"inoculation",0.333333333333333,0.00333333333333333
"EG","X1436",297,"",177,1,1,1,5,17,5,45,0,0,90,3,0,80,"SP seed","0",NA,NA,"inoculation",0.666666666666667,0.00666666666666667
"EG","X1446",200,"",176,7,1,1,1,24,4,20,0,0,30,2,0,8,"EG adults","1",NA,NA,"fungicide",0.666666666666667,0.00666666666666667
"EG","X1525",468,"",21,0.5,3,0.5,0.5,40,3,7.77777777777778,14,30,25,0,0,1,"All","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"EG","X1867",38,"",26,0.5,1,0.5,0,15,0.5,33.3333333333333,3,100,13.3333333333333,0,16.6666666666667,1,"All","0",NA,NA,"inoculation",0.5,0.005
"EG","X1096",15,"",111,1,5,1,2,9,11.1111111111111,38.8888888888889,0,80,20,8,0,20,"BD seed","0",NA,NA,"ambient",0.666666666666667,0.000666666666666667
"EG SEED","X1143",26,"",131,1,7,6,0,17,7,17.7777777777778,0,0,90,5,0,2,"EG adults","0",NA,NA,"inoculation",0.666666666666667,0.00366666666666667
"EG SEED","X1138",7,"",132,1,4,1,1,35.5555555555556,2,40,0,160,80,16.6666666666667,0,10,"AB seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"EG SEED","X1401",5,"",163,1,12,1,1,13.8888888888889,1,20,0,5,12,2,0,20,"EG seed","0",NA,NA,"inoculation",0.666666666666667,0.00366666666666667
"EG SEED","X1422",33,"",174,1,5,1,0,20,1,8,0,0,35,0,2,20,"AB seed","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"EG SEED","X1156",41,"",130,7,3,2,0,9,2,8.88888888888889,0,0,40,3,0,10,"EG adults","0",NA,NA,"ambient",1,0.004
"EG SEED","X637",2,"",66,4,2,2,2,13.3333333333333,1,9,0,90,10,10,0,8,"EG adults","0",NA,NA,"fungicide",1,0.01
"EG SEED","X1229",12,"",141,1,4,4,8,225,8,5,0,150,20,4,0,100,"SP seed","0",NA,NA,"inoculation",1,0.007
"EG SEED","X954",12,"",31,1,3,12,1,25,1,16.6666666666667,0,30,30,14,0,10,"SP adult","0",NA,NA,"ambient",1,0.001
"EG SEED","X1554",32,"",19,0.5,1.5,0.5,0.5,11.5,1,10,0,100,50,0.5,2.5,1,"All","0",NA,NA,"inoculation",1,0.007
"EG SEED","X1638",12,"",199,0,1,4,2,0,10,8,0,60,8,0,0,40,"BD seed","0",NA,NA,"ambient",0.666666666666667,0.000666666666666667
"EG SEED","X1754",3,"",219,1,120,0,1,10,1,21,0,8,8,0,0,100,"EG seed","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"EG SEED","X1811",20,"",236,0,1,0,1,8,0,25,0,12,16,0,0,40,"AB seed","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"EG SEED","X1449",48,"",175,2,2,1,3,18,3,5,0,0,36.6666666666667,0,0,2,"EG adults","0",NA,NA,"ambient",1,0.001
"EG SEED","X1803",15,"",234,0,26.6666666666667,1,0,8,3,18,0,50,11,0,0,80,"EG seed","0",NA,NA,"inoculation",1,0.007
"EG SEED","X1802",18,"",228,3,2,1,0,11,3,10,0,12,8,0,8,4,"EG adults","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"EG SEED","X1748",43,"",217,0,1,1,0,24,0,11,0,16,12,0,3,20,"AB seed","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"EG SEED","X1873",10,"",24,0.5,1,0,0,7.5,0.5,16.6666666666667,0,80,12.5,0.5,0,1,"All","0",NA,NA,"ambient",0.333333333333333,0.000333333333333333
"EG SEED","X1838",22,"",27,0.5,1,0.5,1,3.5,0.5,22.2222222222222,0,100,5,0,8.88888888888889,1,"All","0",NA,NA,"inoculation",1,0.001
"SP","X1264",13,"",150,1,1,1,0,15,1,11.1111111111111,0,80,7,0,0,10,"AB seed","0",NA,NA,"inoculation",0.666666666666667,0.00366666666666667
"SP","X542",129,"",5,0,3,1,0.5,40,2,5,0,225,15,11.1111111111111,0,1,"All","0",NA,NA,"ambient",1,0.0666666666666667
"SP","X1537",52,"",16,0,1,0.5,1,5.5,0.5,3.5,0,140,10,0,4.44444444444444,1,"All","0",NA,NA,"inoculation",1,0.0233333333333333
"SP","X185",121,"",33,9,0,1,0,60,6,10,0,30,20,2,0,10,"SP adult","0",1,0.04183333333,"fungicide",1,0.0233333333333333
"SP","X079",31,"",152,8,7,1,2,16,8,16,0,40,17,1,0,10,"EG adults","0",1,0.007,"ambient",1,0.004
"SP","X1537",53,"",16,0,1,0.5,1,5.5,0.5,3.5,0,140,10,0,4.44444444444444,1,"All","0",NA,NA,"inoculation",1,0.0233333333333333
"SP","X1692",253,"",202,0,0,1,1,7,1,1,0,25,23,0,10,100,"SP seed","0",NA,NA,"inoculation",1,0.05
"SP","X1083",143,"",127,1,6,1,1,12,1,16.6666666666667,0,150,0,11,0,80,"AB seed","0",NA,NA,"ambient",1,0.004
"SP","X1184",12,"",134,3,6,1,3,23,3,6,0,120,26,0,0,4,"EG adults","0",NA,NA,"inoculation",0.666666666666667,0.00366666666666667
"SP","X1151",321,"",130,7,3,2,0,9,2,8.88888888888889,0,0,40,3,0,10,"EG adults","0",NA,NA,"ambient",0.666666666666667,0.00666666666666667
"SP","X1778",551,"",221,3,1,1,1,0,6,41.6666666666667,0,12,22,0,0,4,"EG adults","0",NA,NA,"ambient",1,0.0336666666666667
"SP","X1505",240,"",15,0.5,1.5,0.5,0,8,0.5,6,0,140,10,0,2.22222222222222,1,"All","0",NA,NA,"ambient",1,0.0666666666666667
"SP","X678",58,"",43,0,3,7,1,75,17,10,0,0,13,9,0,6,"SP adult","0",NA,NA,"ambient",0.333333333333333,0.000333333333333333
"SP","X1660",141,"",204,1,2,1,1,10,6,3,0,40,30,0,0,10,"BD seed","0",NA,NA,"fungicide",0,0
"SP","X585",156,"",11,0.5,2,0.5,0.5,33.3333333333333,3,40,0,120,41.6666666666667,11.1111111111111,0,1,"All","0",NA,NA,"ambient",1,0.133333333333333
"SP","X578",358,"",10,0.5,2,0.5,0.5,36.6666666666667,2,11.1111111111111,15,160,16.6666666666667,19.4444444444444,0,1,"All","0",NA,NA,"fungicide",1,0.05
"SP","X563",112,"",8,0.5,3.5,2,1.5,400,2,6.5,15,0,53.3333333333333,23.3333333333333,0,1,"All","0",NA,NA,"ambient",1,0.133333333333333
"SP","X359",169,"",38,1,5,8,0,27,1,11,0,0,50,7,0,8,"SP adult","0",NA,NA,"ambient",1,0.0203333333333333
"SP","X689",184,"",54,1,1,4,0,20,0,16.6666666666667,0,80,5,0,0,4,"SP adult","0",NA,NA,"inoculation",1,0.0233333333333333
"SP","X681",16,"",44,0,6,5,1,27,0,17,0,0,60,7,0,6,"SP adult","0",NA,NA,"inoculation",1,0.004
"SP","X684",21,"",45,0,3,6,2,24,1,9,0,6,25,6,0,6,"SP adult","0",NA,NA,"inoculation",0.666666666666667,0.00666666666666667
"SP","X633",363,"",63,1,5,1,2,3,7,17,0,160,39,11,0,10,"BD seed","0",NA,NA,"inoculation",1,0.0233333333333333
"SP","X626",26,"",64,1,0,0,1,2,0,31.1111111111111,0,200,8,11,0,40,"AB seed","0",NA,NA,"ambient",1,0.0233333333333333
"SP","X1600",368,"",187,1,5,1,0,12,66.1111111111111,5,0,80,41.6666666666667,0,4,80,"BD seed","0",NA,NA,"inoculation",NA,NA
"SP","X163",451,"",34,0,0,10,1,0,0,4,0,25,4,0,0,10,"SP adult","0",1,0.07833333333,"inoculation",1,0.0503333333333333
"SP","X363",69,"",41,1,1,8,1,8,0,33.3333333333333,0,50,1,0,0,8,"SP adult","0",NA,NA,"ambient",1,0.007
"SP","X525",131,"",2,1,1.5,2,1.5,55.5555555555556,2,26.6666666666667,40,55.5555555555556,31.1111111111111,13.3333333333333,0,1,"All","0",NA,NA,"ambient",1,0.0233333333333333
"SP","X520",246,"",1,0,1.5,3.5,1.5,19.4444444444444,2.5,11.1111111111111,80,33.3333333333333,20,26.6666666666667,0,1,"All","0",NA,NA,"fungicide",1,0.0366666666666667
"SP","X679",24,"",50,0,11,1,1,16,3,11.1111111111111,0,60,0,8,0,4,"SP adult","0",NA,NA,"inoculation",1,0.0533333333333333
"SP","X599",18,"",37,1,4,7,6,6,5,4,0,1.2,15,12,0,8,"SP adult","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"SP","X173",777,"",35,0,0,10,0,0,0,8,3,70,0,0,0,10,"SP adult","0",1,0.085,"inoculation",1,0.0233333333333333
"SP","X662",139,"",70,0,33.3333333333333,1,1,40,1,9,0,100,10,7,0,80,"EG seed","0",NA,NA,"ambient",0.666666666666667,0.00366666666666667
"SP","X533",135,"",3,0.5,2.5,1.5,0.5,20,0,16.6666666666667,180,100,33.3333333333333,26.6666666666667,0,1,"All","0",NA,NA,"fungicide",1,0.0533333333333333
"SP","X602",164,"",42,0,2,11,4,0,0,7,0,150,4,0,0,8,"SP adult","0",NA,NA,"fungicide",1,0.007
"SP","X1672",29,"",205,1,3,1,1,17,8,5,0,50,13,1,0,10,"BD seed","0",NA,NA,"inoculation",1,0.0366666666666667
"SP","X1666",142,"",198,4,1,2,3,9,0,12,0,20,3,0,0,4,"EG adults","0",NA,NA,"inoculation",1,0.0233333333333333
"SP","X167",156,"",36,0,0,10,0,0,0,3,0,40,8,0,0,10,"SP adult","0",1,0.01366666667,NA,NA,NA
"SP","X1667",257,"",203,0,1,1,1,11,0,1,0,20,20,0,6.66666666666667,20,"SP seed","0",NA,NA,"inoculation",0.666666666666667,0.0333333333333333
"SP","X1682",3,"",32,1,11,8,5,12,8,13,0,9,25,7,0,10,"SP adult","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"SP","X535",162,"",4,0,2,2.5,0.5,8,0.5,7.5,50,300,2.77777777777778,11.1111111111111,0,1,"All","0",NA,NA,"ambient",1,0.0833333333333333
"SP","X1549",57,"",18,0.5,1,0.5,1,4.44444444444444,0.5,8.88888888888889,0,45,60,0,20,1,"All","0",NA,NA,"inoculation",0.666666666666667,0.017
"SP","X622",215,"",63,1,5,1,2,3,7,17,0,160,39,11,0,10,"BD seed","0",NA,NA,"fungicide",1,0.0366666666666667
"SP","X1418",47,"",164,1,33.3333333333333,2,2,33.3333333333333,2,6,10,0,20,0,0,20,"EG seed","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"SP","X1804",123,"",234,0,26.6666666666667,1,0,8,3,18,0,50,11,0,0,80,"EG seed","0",NA,NA,"inoculation",1,0.007
"SP","X1357",161,"",157,5,3,1,2,22,8,12,0,100,30,0,0,6,"EG adults","0",NA,NA,"ambient",1,0.0503333333333333
"SP","X593",163,"",55,1,8,2,0,50,3,11.1111111111111,0,50,66.6666666666667,10,0,2,"SP adult","0",NA,NA,"inoculation",0.666666666666667,0.116666666666667
"SP","X794",27,"",83,1,7,1,1,16,3,17.7777777777778,0,40,22.2222222222222,2,0,40,"AB seed","0",NA,NA,"fungicide",1,0.004
"SP","X841",241,"",103,1,3,2,2,840,80,16.6666666666667,0,0,15,15,0,80,"BD seed","0",NA,NA,"inoculation",1,0.007
"SP","X731",127,"",81,1,0,1,3,960,0,38.8888888888889,0,23.3333333333333,6,4,0,100,"BH seed","0",NA,NA,"ambient",1,0.0533333333333333
"SP","X800",76,"",84,5,4,1,1,35.5555555555556,8,20,0,120,20,6,0,8,"EG adults","0",NA,NA,"ambient",0.666666666666667,0.017
"SP","X1791",144,"",225,1,0,1,1,7,2,20,0,25,5,2,0,10,"AB seed","0",NA,NA,"ambient",1,0.001
"SP","X1043",23,"",125,5,8,1,2,20,0,10,0,40,17,5,0,6,"EG adults","0",NA,NA,"ambient",0.666666666666667,0.00366666666666667
"SP","X836",297,"",96,1,45,3,3,11,4,10,8,150,16.6666666666667,14,0,10,"EG seed","0",NA,NA,"fungicide",0.666666666666667,0.00366666666666667
"SP","X1791",155,"",225,1,0,1,1,7,2,20,0,25,5,2,0,10,"AB seed","0",NA,NA,"ambient",1,0.001
"SP","X687",24,"",53,1,1,1,0,10,0,8,0,0,8,0,0,4,"SP adult","0",NA,NA,"ambient",1,0.0203333333333333
"SP","X785",485,"",74,1,0,1,0,3,3,17,0,135,11,4,0,10,"EG seed","0",NA,NA,"ambient",1,0.0233333333333333
"SP","X688",46,"",47,1,0,6,0,0,0,5,0,90,5,0,0,6,"SP adult","0",NA,NA,"ambient",1,0.0533333333333333
"SP","X599",74,"",37,1,4,7,6,6,5,4,0,1.2,15,12,0,8,"SP adult","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"SP","X165",2,"",36,0,0,10,0,0,0,3,0,40,8,0,0,10,"SP adult","0",0.666666667,0.01183333333,"fungicide",1,0.004
"SP","X173",784,"",35,0,0,10,0,0,0,8,3,70,0,0,0,10,"SP adult","0",1,0.085,"inoculation",1,0.0233333333333333
"SP","X1511",95,"",182,1,1,1,2,1995,1,14,0,30,5,0,0,100,"BH seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"SP","X845",50,"",111,1,5,1,2,9,11.1111111111111,38.8888888888889,0,80,20,8,0,20,"BD seed","0",NA,NA,"ambient",1,0.0233333333333333
"SP","X618",712,"",62,0,4,1,1,7.77777777777778,7,26.6666666666667,7,50,124.444444444444,8,0,40,"BD seed","0",NA,NA,"inoculation",1,0.07
"SP","X1604",9,"",143,0,60,1,1,120,5,33.3333333333333,8,0,120,12,0,20,"EG seed","0",NA,NA,"inoculation",0.666666666666667,0.00366666666666667
"SP","X677",380,"",49,1,6,3,0,46.6666666666667,6,8.33333333333333,40,50,25,6,0,4,"SP adult","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"SP","X1833",48,"",233,1,22.2222222222222,1,0,5,0,11,0,180,0,0,0,40,"EG seed","0",NA,NA,"inoculation",1,0.0366666666666667
"SP","X651",191,"",68,1,4,1,0,1330,2,13,0,9,6,12,0,20,"BH seed","0",NA,NA,"ambient",1,0.067
"SP","X806",11,"",85,2,7,1,7,73.8888888888889,4,16,0,0,50,16,0,4,"EG adults","0",NA,NA,"ambient",1,0.0233333333333333
"SP","X1029",272,"",119,1,5,3,7,90,4,7,0,0,70,6,0,20,"SP seed","0",NA,NA,"inoculation",1,0.04
"SP","X843",492,"",107,1,375,1,1,120,1,1,0,20,300,2,0,100,"EG seed","0",NA,NA,"ambient",1,0.0233333333333333
"SP","X874",126,"",113,1,10,3,4,33.3333333333333,22.2222222222222,26.6666666666667,0,225,14,18,0,20,"BD seed","0",NA,NA,"ambient",1,0.004
"SP","X837",57,"",98,1,1,1,1,14,2,47.2222222222222,6,15,30,4,0,20,"AB seed","0",NA,NA,"ambient",1,0.0233333333333333
"SP","X846",58,"",112,1,5,1,0,1235,1,66.1111111111111,0,30,12,15,0,40,"BH seed","0",NA,NA,"ambient",1,0.01
"SP","X871",193,"",106,0,1,1,0,18,61.1111111111111,20,0,75,16,30,0,10,"BD seed","0",NA,NA,"ambient",1,0.01
"SP","X671",92,"",71,1,1,2,1,180,0,10,0,160,10,15,0,20,"BH seed","0",NA,NA,"inoculation",1,0.037
"SP","X833",39,"",90,1,3,1,6,83.3333333333333,1,14,0,80,40,9,0,80,"SP seed","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"SP","X600",290,"",39,0,4,8,2,21,1,14,0,0,60,5,0,8,"SP adult","0",NA,NA,"fungicide",1,0.04
"SP","X1646",96,"",194,1,4,1,1,10,66.6666666666667,11,20,20,20,4,0,80,"BD seed","0",NA,NA,"fungicide",1,0.004
"SP","X832",87,"",89,1,4,2,1,300,6,2,10,0,150,58.3333333333333,0,10,"SP seed","0",NA,NA,"inoculation",1,0.01
"SP","X1598",31,"",192,0,0,1,1,2185,1,19,15,0,9,0,0,80,"BH seed","0",NA,NA,"inoculation",0.666666666666667,0.00666666666666667
"SP","X1787",272,"",224,1,1,1,1,2550,0,26.6666666666667,0,0,8,4,0,100,"BH seed","0",NA,NA,"ambient",1,0.007
"SP","X1651",33,"",195,6,6,1,1,10,1,17.7777777777778,9,0,15,3,0,6,"EG adults","0",NA,NA,"fungicide",0.666666666666667,0.00366666666666667
"SP","X1728",390,"",212,2,0,2,1,7,0,15,0,30,4,0,0,2,"EG adults","0",NA,NA,"ambient",1,0.0366666666666667
"SP","X1478",21,"",180,1,1,1,0,450,14,7,0,5,16,0,0,20,"BD seed","0",NA,NA,"fungicide",1,0.0203333333333333
"SP","X844",276,"",109,1,360,1,0,22.2222222222222,1,8,0,150,75,2,0,80,"EG seed","0",NA,NA,"fungicide",1,0.004
"SP","X173",41,"",35,0,0,10,0,0,0,8,3,70,0,0,0,10,"SP adult","0",1,0.085,"inoculation",1,0.0233333333333333
"SP","X1858",11,"",30,0,0.5,0.5,0,4,0,44.4444444444444,0,150,8,0,16.6666666666667,1,"All","0",NA,NA,"fungicide",1,0.001
"SP","X1834",15,"",237,1,1,1,0,1440,0,12,0,6,1,3,0,10,"BH seed","0",NA,NA,"inoculation",1,0.007
"SP","X780",342,"",73,1,8,1,0,17,4,18,0,75,30,26,0,40,"EG seed","0",NA,NA,"fungicide",0,0
"SP","X1763",43,"",229,1,1,1,1,1600,1,20,0,0,40,0,0,80,"BH seed","0",NA,NA,"fungicide",0.666666666666667,0.00366666666666667
"SP","X1739",0,"",215,1,3,1,1,19,1,4,0,66.6666666666667,25,0,0,80,"SP seed","0",NA,NA,"fungicide",0.333333333333333,0.0166666666666667
"SP","X348",147,"",160,1,2,1,1,16.6666666666667,2,8.33333333333333,0,6,15,2,0,100,"AB seed","0",NA,NA,NA,NA,NA
"SP","X589",282,"",240,1,1,6,5,12,8,50,0,13.8888888888889,15,5,0,40,"SP seed","0",NA,NA,"inoculation",1,0.133333333333333
"SP","X1796",174,"",226,1,80,1,0,5,6,26.6666666666667,0,60,20,0,0,40,"EG seed","0",NA,NA,"inoculation",1,0.0203333333333333
"SP","X1633",43,"",191,1,0,1,1,420,240,7,10,2.77777777777778,8.88888888888889,3,0,80,"BD seed","0",NA,NA,"ambient",0.666666666666667,0.0333333333333333
"SP","X831",38,"",88,0,240,1,7,40,5,8,0,0,13,31.1111111111111,0,40,"EG seed","0",NA,NA,"ambient",1,0.05
"SP","X547",803,"",6,0,2.5,2,1.5,13.3333333333333,0.5,6.66666666666667,15,120,2.22222222222222,11.1111111111111,0,1,"All","0",NA,NA,"inoculation",1,0.04
