"Species","Plant.ID","Seed.estimate","Notes","plot","EG.adult","SP.adult","BH","BD","Avena","Forb","Fabaceae","BRADIS","FEMY","POA","treat","Plot","trans","ind","rust","prop.dam.mini","mean.dam.mini","prop.dam","mean.dam"
"SP","SP2",528,"","4.E.inoculation",0,3,960,44.4444444444444,35.5555555555556,12,450,0,0,0,"inoculation","E",4,"4.E.inoculation.SP2","0",NA,NA,1,0.04
"SP","SP3",185,"","4.C.inoculation",1,8,4,0,175,60,280,0,0,0,"inoculation","C",4,"4.C.inoculation.SP3","0",NA,NA,1,0.007
"SP","SP083",2144,"","4.E.ambient",0,3,240,83.3333333333333,26,0,450,0,0,0,"ambient","E",4,"4.E.ambient.SP083","0",NA,NA,NA,NA
"SP","SP1",518,"","4.E.fungicide",0,4,373.333333333333,175,15,18,240,0,0,0,"fungicide","E",4,"4.E.fungicide.SP1","0",NA,NA,1,0.01
"SP","X216",310,"","4.E.inoculation",0,3,960,44.4444444444444,35.5555555555556,12,450,0,0,0,"inoculation","E",4,"4.E.inoculation.X216","0",1,0.0025,NA,NA
"SP","SP3",225,"","8.C.inoculation",8,4,1,100,3,5,0,0,0,0,"inoculation","C",8,"8.C.inoculation.SP3","0",NA,NA,1,0.007
"SP","X196",83,"","3.A.fungicide",1,8,6,0,4,16,0,300,0,0,"fungicide","A",3,"3.A.fungicide.X196","0",0.666666667,0.01033333333,0,0
"SP","SP2",223,"","8.C.inoculation",8,4,1,100,3,5,0,0,0,0,"inoculation","C",8,"8.C.inoculation.SP2","0",NA,NA,1,0.0173333333333333
"SP","X201",75,"","3.A.ambient",1,9,5,2,23.3333333333333,80,0,0,0,0,"ambient","A",3,"3.A.ambient.X201","0",0.833333333,0.00233333333,1,0.001
"SP","X217",546,"","1.A.inoculation",0,12,0,0,9,266.666666666667,30,0,0,0,"inoculation","A",1,"1.A.inoculation.X217","0",1,0.0055,1,0.0366666666666667
"SP","X200",116,"","3.A.ambient",1,9,5,2,23.3333333333333,80,0,0,0,0,"ambient","A",3,"3.A.ambient.X200","0",0.833333333,0.02016666667,1,0.0366666666666667
"SP","X197",264,"","3.A.fungicide",1,8,6,0,4,16,0,300,0,0,"fungicide","A",3,"3.A.fungicide.X197","0",0.833333333,0.012,0.666666666666667,0.00666666666666667
"SP","SP1",406,"","5.C.ambient",8,1,125,2,10,900,6.66666666666667,0,0,0,"ambient","C",5,"5.C.ambient.SP1","0",NA,NA,1,0.004
"SP","SP3",160,"","5.A.inoculation",6,12,4,3,7,83.3333333333333,4,0,0,0,"inoculation","A",5,"5.A.inoculation.SP3","0",NA,NA,1,0.0203333333333333
"SP","SP",155,"","5.A.inoculation",6,12,4,3,7,83.3333333333333,4,0,0,0,"inoculation","A",5,"5.A.inoculation.SP","0",NA,NA,NA,NA
"SP","X202",236,"","3.A.inoculation",0,11,6,0,1,20,0,0,0,0,"inoculation","A",3,"3.A.inoculation.X202","0",1,0.04666666667,1,0.0203333333333333
"EG","X503",0,"","1.A.ambient",0,20,4,2,12,200,5,2,0,0,"ambient","A",1,"1.A.ambient.X503","0",NA,NA,1,0.004
"EG","EG1",0,"","1.A.inoculation",0,12,0,0,9,266.666666666667,30,0,0,0,"inoculation","A",1,"1.A.inoculation.EG1","0",NA,NA,1,0.001
"EG","EG1",0,"","1.C.ambient",0,3,1,0,14,124.444444444444,0,300,0,0,"ambient","C",1,"1.C.ambient.EG1","0",NA,NA,0.666666666666667,0.000666666666666667
"SP","X508",0,"","1.E.ambient",1,1,100,0,150,70,66.6666666666667,480,0,0,"ambient","E",1,"1.E.ambient.X508","0",NA,NA,1,0.004
"EG","EG1",0,"","1.E.fungicide",0,0,0,2,360,41.6666666666667,11.1111111111111,0,0,0,"fungicide","E",1,"1.E.fungicide.EG1","0",NA,NA,0,0
"SP","SP1",0,"","1.E.fungicide",0,0,0,2,360,41.6666666666667,11.1111111111111,0,0,0,"fungicide","E",1,"1.E.fungicide.SP1","0",NA,NA,0,0
"EG","EG1",0,"","1.E.inoculation",0,0,1760,9,125,33.3333333333333,13.3333333333333,0,4,0,"inoculation","E",1,"1.E.inoculation.EG1","0",NA,NA,1,0.0203333333333333
"SP","SP1",0,"","3.C.fungicide",0,0,0,4,293.333333333333,66.6666666666667,60,100,0,0,"fungicide","C",3,"3.C.fungicide.SP1","0",NA,NA,1,0.001
"EG","EG1",0,"","3.E.fungicide",1,1,0,0,210,180,11.1111111111111,450,0,0,"fungicide","E",3,"3.E.fungicide.EG1","0",NA,NA,0,0
"EG","EG1",0,"","4.A.fungicide",0,12,266.666666666667,4,133.333333333333,0,0,10,0,0,"fungicide","A",4,"4.A.fungicide.EG1","0",NA,NA,0.666666666666667,0.00366666666666667
"EG","EG1",0,"","4.C.fungicide",0,10,40,0,133.333333333333,0,250,1,0,0,"fungicide","C",4,"4.C.fungicide.EG1","0",NA,NA,0,0
"SP","X405",0,"","5.E.ambient",0,0,133.333333333333,8,53.3333333333333,66.6666666666667,15,0,0,0,"ambient","E",5,"5.E.ambient.X405","0",NA,NA,0.666666666666667,0.000666666666666667
"SP","SP1",0,"","6.E.fungicide",4,2,150,0,250,700,0,0,0,350,"fungicide","E",6,"6.E.fungicide.SP1","0",NA,NA,0.333333333333333,0.00333333333333333
"EG","X495",0,"","8.E.ambient",1,1,1,22.2222222222222,66.6666666666667,360,0,0,0,0,"ambient","E",8,"8.E.ambient.X495","0",NA,NA,0.666666666666667,0.00366666666666667
"SP","SP1",0,"","8.E.fungicide",0,0,3,27.7777777777778,60,240,0,0,75,0,"fungicide","E",8,"8.E.fungicide.SP1","0",NA,NA,0.333333333333333,0.00333333333333333
"SP","SP1",0,"","8.E.inoculation",3,0,0,2,100,200,0,0,0,0,"inoculation","E",8,"8.E.inoculation.SP1","0",NA,NA,0.666666666666667,0.00366666666666667
